gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
DIRAS1	284.1576481	2.57147442	0.229624337	11.19861447	4.14E-29	6.21E-28
KRTCAP2	1331.357771	1.066896116	0.095286229	11.19675038	4.23E-29	6.34E-28
QPCT	2114.738919	2.636663284	0.235539378	11.19415068	4.36E-29	6.53E-28
LINC02418	104.4309799	7.322005699	0.654094673	11.1941069	4.36E-29	6.53E-28
KIF20B	675.2698891	1.298200922	0.115981002	11.19322046	4.40E-29	6.59E-28
NHS	767.3670074	1.858350088	0.166095793	11.1884236	4.65E-29	6.94E-28
BPIFB4	30.76731352	5.345844932	0.478156395	11.18011802	5.10E-29	7.62E-28
OGDHL	154.4666302	3.464052191	0.31001821	11.17370555	5.48E-29	8.18E-28
LINC01588	94.22554399	1.226150689	0.109773414	11.16983292	5.73E-29	8.54E-28
LY6K	509.3644848	3.668335151	0.328437498	11.16905095	5.78E-29	8.61E-28
AC007490.1	53.49056704	2.765242021	0.247602591	11.16806577	5.84E-29	8.70E-28
CERCAM	2607.499758	1.447313509	0.129637176	11.16433999	6.09E-29	9.06E-28
TAF7L	20.30792461	3.611585075	0.323577142	11.16143449	6.30E-29	9.35E-28
RNASEH2A	994.771774	1.282640645	0.114925494	11.16062767	6.35E-29	9.43E-28
DSN1	1052.62973	1.021735094	0.091571901	11.15773597	6.56E-29	9.73E-28
PTGFRN	4197.124834	1.152936042	0.103367927	11.15371153	6.87E-29	1.02E-27
HOXC13-AS	18.82607576	5.922306217	0.531012289	11.15286093	6.93E-29	1.03E-27
AC093904.2	12.3515682	3.532885915	0.316975073	11.14562693	7.52E-29	1.11E-27
OR7E38P	234.3142923	1.508935284	0.135389463	11.14514561	7.56E-29	1.11E-27
TRIM31-AS1	27.66862735	2.364656981	0.212328544	11.13678327	8.31E-29	1.22E-27
IGLV1-40	5763.909483	2.51673226	0.225995193	11.13622034	8.36E-29	1.23E-27
THPO	107.4986087	3.059878049	0.274959881	11.12845277	9.12E-29	1.34E-27
MUC6	1093.570184	4.759983802	0.428057279	11.1199693	1.00E-28	1.47E-27
SLC6A8	1916.997958	1.887496472	0.169766313	11.11820383	1.02E-28	1.50E-27
NSUN5P2	79.67715676	1.58951466	0.143012731	11.11449765	1.07E-28	1.56E-27
CASC16	10.02831955	4.450738929	0.400506214	11.11278371	1.09E-28	1.59E-27
FOXE1	144.2894755	4.250352916	0.38251878	11.11148821	1.10E-28	1.61E-27
COL25A1	374.965929	4.395554284	0.395586671	11.11148228	1.10E-28	1.61E-27
HIST1H2BO	15.18138117	3.970201174	0.357351027	11.1100875	1.12E-28	1.64E-27
LINC00629	8.680424447	3.620214972	0.325881784	11.1089823	1.13E-28	1.65E-27
PLA2G4A	2573.735211	2.420533723	0.217902461	11.10833585	1.14E-28	1.67E-27
AC024560.2	57.30337436	2.060389472	0.185556689	11.10382756	1.20E-28	1.75E-27
DUXAP8	83.40429116	2.583821727	0.232877517	11.09519612	1.32E-28	1.92E-27
CKAP4	6910.739983	1.067180024	0.096209519	11.09224992	1.37E-28	1.98E-27
LINC00676	124.5650447	10.5270217	0.949617545	11.08553834	1.47E-28	2.13E-27
NKAIN3	15.33122373	5.282165045	0.476689532	11.08093359	1.55E-28	2.24E-27
PLEKHG6	619.3151833	1.686011236	0.152231957	11.07527796	1.65E-28	2.39E-27
TFPI2	7184.567838	3.624128217	0.327318423	11.07217916	1.71E-28	2.47E-27
UPK3A	69.23420713	3.099528979	0.279996384	11.06988932	1.76E-28	2.53E-27
LAPTM4B	15324.92748	1.431941182	0.129355829	11.06978476	1.76E-28	2.54E-27
AP1S1	2674.899364	1.116071505	0.100827852	11.06907945	1.77E-28	2.56E-27
AC004870.2	21.01387065	4.588298507	0.414541086	11.06838057	1.79E-28	2.57E-27
ADAMTS16	284.3580014	2.297202221	0.207609719	11.0650033	1.85E-28	2.67E-27
C20orf144	26.95191808	1.84797221	0.167017075	11.06457057	1.86E-28	2.68E-27
YDJC	1016.827944	1.243834343	0.112417336	11.06443529	1.87E-28	2.68E-27
AC089983.1	20.88731964	4.078048419	0.368577213	11.06429881	1.87E-28	2.69E-27
MXD3	342.8942795	1.369265904	0.123758195	11.06404232	1.87E-28	2.69E-27
IGHV5-51	5006.790305	2.660962655	0.240583404	11.06045808	1.95E-28	2.80E-27
HIST2H4A	19.45844518	2.256520017	0.204043268	11.05902704	1.98E-28	2.85E-27
SUGCT	199.8847997	1.97539412	0.178705207	11.05392594	2.10E-28	3.01E-27
SLC25A48	12.40540032	4.21656367	0.381501481	11.05254864	2.13E-28	3.05E-27
DLG5	2170.76486	1.169350881	0.105827576	11.04958584	2.20E-28	3.15E-27
MX2	2778.332356	1.463167805	0.132435947	11.04811675	2.24E-28	3.20E-27
IL4I1	787.0850658	1.904105176	0.172401499	11.04459754	2.33E-28	3.32E-27
RDM1P5	26.39266597	1.774121259	0.160694902	11.04030829	2.44E-28	3.48E-27
AC011290.2	29.85036067	1.70845417	0.154767082	11.03887301	2.48E-28	3.54E-27
SYPL1P2	17.38186845	2.084084499	0.188798689	11.03865981	2.49E-28	3.54E-27
ADAMTS12	1280.339589	1.827650899	0.165626805	11.03475312	2.60E-28	3.70E-27
CGA	131.5336479	6.790174597	0.615511764	11.03175439	2.69E-28	3.82E-27
SNORD17	95.66926821	3.878496311	0.351620784	11.03033862	2.73E-28	3.88E-27
ALOXE3	27.97869128	2.744068988	0.248875697	11.02586158	2.87E-28	4.08E-27
HIST1H1PS1	11.78905242	3.89150342	0.353168724	11.01882231	3.10E-28	4.40E-27
MZT2A	1175.03007	1.16496896	0.105740111	11.0172852	3.15E-28	4.48E-27
NSMF	2535.400806	1.265957318	0.114932456	11.0147939	3.24E-28	4.60E-27
MMP10	251.8599222	3.362865639	0.305571666	11.00516185	3.61E-28	5.10E-27
FBXO16	149.039612	1.333558932	0.121180239	11.00475572	3.62E-28	5.12E-27
VSIG1	2586.360277	3.863552188	0.351126323	11.00331115	3.68E-28	5.21E-27
AC141557.2	8.785274833	3.730496519	0.339106435	11.00096055	3.78E-28	5.34E-27
HNF1A	103.9209203	3.825876734	0.347848278	10.99869391	3.88E-28	5.47E-27
RHPN1-AS1	110.0597043	1.517054933	0.137961797	10.99619577	3.99E-28	5.62E-27
ANO9	1693.885221	1.654415235	0.150527329	10.99079648	4.23E-28	5.96E-27
PFDN6	1708.098566	1.036894752	0.094366337	10.98797285	4.37E-28	6.15E-27
RNF207	595.9516359	1.554247635	0.141505548	10.98365155	4.58E-28	6.44E-27
CPXM1	677.5373249	2.009730229	0.182985582	10.98299772	4.61E-28	6.49E-27
SERPINH1	12782.14562	1.085759066	0.098868576	10.9818419	4.67E-28	6.57E-27
PRRT3-AS1	60.30462966	1.768918703	0.161149365	10.97688907	4.94E-28	6.93E-27
ZDHHC9	9061.149554	1.238943311	0.112870496	10.97667997	4.95E-28	6.94E-27
DIO2	644.7094463	2.364717936	0.215459438	10.97523484	5.03E-28	7.05E-27
AC105339.2	26.46931208	1.801211179	0.164170574	10.97158363	5.23E-28	7.32E-27
ALDOA	61927.19041	1.166348403	0.10638083	10.96389648	5.70E-28	7.97E-27
ARL14	92.82302815	4.231565536	0.386078764	10.96036854	5.93E-28	8.28E-27
HIST1H2BC	353.2839111	2.248193629	0.205140032	10.95931208	6.00E-28	8.37E-27
IGLV1-51	4705.290121	2.632621663	0.240219823	10.95921905	6.00E-28	8.38E-27
BDH1	1038.250574	1.31350332	0.119894313	10.95550975	6.25E-28	8.72E-27
LINC02827	15.37848795	2.967619301	0.270919923	10.95386144	6.37E-28	8.88E-27
KIF5A	82.4879005	2.706764725	0.247339904	10.94350195	7.14E-28	9.93E-27
SLC22A18	1636.549446	1.397598573	0.127744772	10.94055393	7.37E-28	1.02E-26
TSPAN6	3079.173037	1.110822098	0.101535354	10.94024946	7.40E-28	1.03E-26
TSKU	3404.105537	1.735349671	0.158630391	10.93957885	7.45E-28	1.03E-26
IGKV1D-33	39.00550029	4.156659069	0.380138546	10.93458981	7.88E-28	1.09E-26
PDIA6	13364.82749	1.028472503	0.094064458	10.93369931	7.95E-28	1.10E-26
IGKJ5	27.14368468	2.90967501	0.266161137	10.9320055	8.10E-28	1.12E-26
TEKT5	26.7641245	2.377800143	0.2175136	10.93173092	8.13E-28	1.13E-26
MAGEC1	42.65364147	6.987999793	0.639271989	10.93118408	8.18E-28	1.13E-26
MCTS2P	46.33803145	1.454416089	0.133063709	10.93022355	8.26E-28	1.14E-26
GNB3	58.6966598	1.782295321	0.163089996	10.92829334	8.44E-28	1.17E-26
NMRAL2P	252.9670399	3.493773594	0.319745047	10.92674813	8.59E-28	1.19E-26
CBARP	87.49464972	1.947307933	0.178227128	10.92599065	8.66E-28	1.20E-26
AL928654.4	150.426825	1.390007045	0.127227942	10.9253284	8.72E-28	1.20E-26
AF127936.2	12.1609601	3.151487809	0.28846583	10.92499521	8.75E-28	1.21E-26
LINC02588	34.09877161	5.932463265	0.543025483	10.92483402	8.77E-28	1.21E-26
COL6A4P2	29.12976872	2.208491472	0.202239723	10.9201666	9.23E-28	1.27E-26
ATP2A1	67.25116501	1.734891851	0.158878673	10.91960184	9.29E-28	1.28E-26
AC120036.4	49.01882087	2.28665031	0.209440715	10.91788818	9.47E-28	1.30E-26
XKR9	221.7823429	2.185511238	0.20024511	10.91418031	9.86E-28	1.36E-26
TPI1	24900.42573	1.103202509	0.101081501	10.91399017	9.88E-28	1.36E-26
LINC00628	5.289905387	3.784942836	0.346824582	10.91313313	9.98E-28	1.37E-26
TLCD3B	14.01669762	2.725994046	0.24996168	10.9056478	1.08E-27	1.49E-26
DUSP4	4801.438	2.420567766	0.221963474	10.90525267	1.09E-27	1.49E-26
LINC02323	28.95076222	2.927642925	0.268504876	10.90350002	1.11E-27	1.52E-26
AC084125.2	90.76839646	1.921968136	0.176325728	10.9001004	1.15E-27	1.58E-26
NKX3-2	18.78190915	3.608870317	0.33111024	10.89930146	1.16E-27	1.59E-26
TNNT1	999.8041934	3.209088911	0.294529414	10.89564829	1.21E-27	1.65E-26
GRIN2D	329.4576819	2.517349667	0.231139966	10.89101857	1.27E-27	1.74E-26
NR2E1	14.87497854	4.648345755	0.42708554	10.88387528	1.38E-27	1.88E-26
FAM131C	14.81978632	3.497678703	0.321401212	10.88259339	1.40E-27	1.90E-26
NECTIN1	2377.485658	1.58591353	0.145754799	10.88069516	1.42E-27	1.94E-26
CLDN3	4170.349696	1.99192196	0.183085066	10.87976209	1.44E-27	1.96E-26
IGHV1-58	315.6832898	3.008642775	0.276702163	10.87321742	1.55E-27	2.10E-26
HOXC9	72.80409233	3.279793655	0.301702839	10.87094065	1.59E-27	2.16E-26
ABCB4	97.5869733	2.038723223	0.187576881	10.86873399	1.62E-27	2.21E-26
AL589765.4	40.16911447	1.519222959	0.139812652	10.86613361	1.67E-27	2.27E-26
FOXH1	12.77819996	3.229289362	0.297316763	10.86144399	1.76E-27	2.39E-26
SRMS	82.6616976	2.442822593	0.224959544	10.85894178	1.81E-27	2.45E-26
KCNQ3	1606.560634	1.969413707	0.181383975	10.85770507	1.83E-27	2.49E-26
DNASE1	996.4475716	1.142935211	0.105297875	10.85430459	1.90E-27	2.58E-26
UGDH	7555.156925	1.872678168	0.172566283	10.8519355	1.95E-27	2.64E-26
PIWIL1	18.0573776	5.144388287	0.474105948	10.85071451	1.98E-27	2.67E-26
CDX2	44.51496608	5.475269878	0.504680353	10.84898559	2.02E-27	2.72E-26
ZNF724	72.25434839	1.859660451	0.171421709	10.84845355	2.03E-27	2.74E-26
LHX5	18.5219653	5.238380901	0.482971697	10.84614469	2.08E-27	2.81E-26
MAGEA10	68.13919774	7.803303618	0.719568011	10.84442819	2.12E-27	2.86E-26
C1orf56	500.8729576	1.178625223	0.108701547	10.84276405	2.16E-27	2.91E-26
FNDC1	1864.627325	2.38775177	0.220222613	10.84244593	2.17E-27	2.92E-26
SLC12A8	1119.92487	1.295046199	0.119457724	10.84104194	2.20E-27	2.96E-26
IGHV3-15	2893.378678	2.537532704	0.234185644	10.83556047	2.34E-27	3.14E-26
C2orf15	196.9235142	1.182194596	0.109139324	10.83197654	2.43E-27	3.27E-26
WDR88	47.74985232	1.415348239	0.130670497	10.8314292	2.44E-27	3.29E-26
AC105118.1	14.90526749	4.094122384	0.378001829	10.8309592	2.46E-27	3.30E-26
APOBEC3B	378.5470148	2.192184289	0.202552184	10.82281243	2.68E-27	3.60E-26
CLPSL1	15.19724044	4.991964157	0.461254297	10.8225857	2.69E-27	3.61E-26
AP000424.1	7.142787363	4.049113303	0.374157773	10.82194089	2.71E-27	3.63E-26
DQX1	60.0552508	3.049907497	0.281859678	10.82065912	2.75E-27	3.68E-26
SLC16A8	68.4288257	2.202341422	0.203591962	10.81742818	2.85E-27	3.81E-26
AC026785.3	22.67434849	6.541776925	0.604793974	10.81653787	2.87E-27	3.84E-26
AL031058.1	69.49991693	2.077760443	0.19213671	10.81396909	2.96E-27	3.95E-26
CFB	1520.053491	1.870882468	0.173015273	10.81339489	2.97E-27	3.97E-26
MCM7	5563.380702	1.266655821	0.117167363	10.81065397	3.06E-27	4.09E-26
AC011298.1	18.41240875	5.682535156	0.525929825	10.80474026	3.27E-27	4.35E-26
HIST1H3G	35.54908536	3.426916219	0.317171806	10.80460544	3.27E-27	4.35E-26
IVL	393.503238	4.27711329	0.395951703	10.80210858	3.36E-27	4.47E-26
AC016877.3	11.49505374	3.251894198	0.301103072	10.79993695	3.44E-27	4.57E-26
CAPN5	2514.524985	1.951845374	0.180771936	10.79728091	3.55E-27	4.70E-26
DSCAM-AS1	447.4988983	8.074729009	0.747914937	10.79632002	3.58E-27	4.75E-26
CDH24	605.71048	1.526905625	0.141436889	10.79566746	3.61E-27	4.78E-26
DOK5	157.4831972	2.264836129	0.209850272	10.79262897	3.73E-27	4.94E-26
MYCN	165.4907538	3.288816348	0.304754097	10.79170512	3.77E-27	4.99E-26
BCO1	122.1974943	2.474717234	0.229350215	10.79012387	3.83E-27	5.07E-26
DHRS11	530.2574818	1.055296233	0.097825009	10.7875915	3.94E-27	5.21E-26
CCDC58	616.0623377	1.005976023	0.09330153	10.78198854	4.19E-27	5.53E-26
IGKV1OR2-108	218.9320518	2.70002934	0.250472309	10.77975188	4.29E-27	5.66E-26
TEX19	10.39704594	4.735380792	0.439413221	10.77660063	4.44E-27	5.85E-26
AL109946.1	7.743569095	4.445694274	0.412641061	10.77375641	4.58E-27	6.03E-26
NSUN5P1	624.9740535	1.431080146	0.132837657	10.77315109	4.61E-27	6.06E-26
RNF144A-AS1	74.36224392	2.161623225	0.200741891	10.76817206	4.87E-27	6.39E-26
FBXL6	1087.77178	1.175426695	0.109160912	10.76783501	4.88E-27	6.42E-26
PPIL1	1726.627116	1.0201579	0.094783885	10.76298888	5.15E-27	6.75E-26
C8orf76	467.0469979	1.138046225	0.10576794	10.75984109	5.33E-27	6.98E-26
F2	26.98540029	5.682355787	0.528133504	10.75931701	5.36E-27	7.02E-26
KIRREL2	61.0251861	3.638352237	0.338178164	10.7586847	5.39E-27	7.06E-26
EGF	452.1845196	2.242866481	0.208512804	10.75649282	5.52E-27	7.22E-26
NDC1	1645.992307	1.01489891	0.094366201	10.75489845	5.62E-27	7.34E-26
SNORD99	21.42507095	1.82204089	0.169485255	10.75043898	5.90E-27	7.70E-26
RFX8	35.27063599	2.151650676	0.200156035	10.74986659	5.93E-27	7.75E-26
PABPC1	70057.31668	1.042124502	0.09695758	10.74825199	6.04E-27	7.88E-26
RIMS2	112.9746586	3.840203735	0.35734234	10.74656795	6.15E-27	8.02E-26
LINC02576	24.19118345	2.341202211	0.218048404	10.73707564	6.82E-27	8.88E-26
RN7SL3	155.9054993	3.643693753	0.339382378	10.73624912	6.88E-27	8.96E-26
LYSMD1	555.5745804	1.005378047	0.09369906	10.72986273	7.37E-27	9.59E-26
LINC02133	18.16508208	4.435346771	0.413377232	10.72953814	7.40E-27	9.62E-26
PKP4-AS1	66.05955537	2.493349557	0.23241379	10.72806204	7.52E-27	9.77E-26
PRDM12	6.193501898	3.150017668	0.293640735	10.72745464	7.57E-27	9.83E-26
APBA2	846.3860379	1.988142666	0.18534167	10.72690597	7.61E-27	9.88E-26
BPIFB2	432.5660827	4.704531054	0.43860515	10.72611906	7.68E-27	9.96E-26
HOOK1	1886.558319	1.081733163	0.100875013	10.72349967	7.90E-27	1.02E-25
SCAT2	25.06127217	2.10998043	0.196807214	10.72105225	8.11E-27	1.05E-25
LINC01303	24.72164762	2.506470509	0.233921929	10.71498736	8.66E-27	1.12E-25
LINP1	54.08403663	4.222249083	0.394172972	10.71166565	8.97E-27	1.16E-25
AP005435.1	14.84317494	4.304584518	0.401908767	10.71035238	9.10E-27	1.18E-25
SUZ12P1	398.4094167	1.104226785	0.103100452	10.71020309	9.12E-27	1.18E-25
PTHLH	309.7028183	2.733642233	0.255258697	10.70930106	9.21E-27	1.19E-25
LRRC37A6P	80.73593571	1.914813866	0.178807088	10.70882531	9.25E-27	1.20E-25
AC025575.2	40.70169731	5.136618528	0.479909482	10.70330702	9.82E-27	1.27E-25
LINC02122	14.36702822	4.828408759	0.451155519	10.70231562	9.93E-27	1.28E-25
ELFN1-AS1	36.29460743	3.859168841	0.360702623	10.69903182	1.03E-26	1.33E-25
MGAT4EP	8.490609597	3.792901678	0.354587036	10.69667329	1.05E-26	1.36E-25
TSHR	37.26898372	2.504262339	0.234163425	10.69450681	1.08E-26	1.39E-25
SLC1A4	2123.903911	1.09748729	0.102663428	10.69014849	1.13E-26	1.46E-25
LINC00501	15.75462156	4.964737395	0.464772812	10.68207361	1.23E-26	1.59E-25
IGHV2-26	633.4309606	2.845282075	0.266409805	10.68009517	1.26E-26	1.62E-25
FAM53A	98.11512379	1.319464887	0.123582209	10.67681908	1.31E-26	1.68E-25
CRELD2	2541.94713	1.064460397	0.099704492	10.67615282	1.32E-26	1.69E-25
ADGRG1	8312.394639	1.382696622	0.129537529	10.67410064	1.35E-26	1.73E-25
IRF7	2367.278905	1.26361225	0.118406337	10.67182962	1.38E-26	1.77E-25
CAPN10-DT	117.7668493	1.277774682	0.119740388	10.67120879	1.39E-26	1.78E-25
IGHV1-69D	1874.766672	2.703870347	0.253388857	10.67083369	1.39E-26	1.79E-25
KIF18A	330.1070492	1.371293945	0.128521282	10.66978111	1.41E-26	1.81E-25
CDK5R1	281.8892251	1.544792816	0.144825362	10.6665904	1.46E-26	1.87E-25
AC083809.1	62.23785513	4.180840951	0.391963737	10.66639731	1.46E-26	1.87E-25
CASC8	43.49197832	3.193296702	0.299399336	10.66567728	1.47E-26	1.88E-25
POU6F2	210.4076348	3.973478399	0.372562091	10.66527835	1.48E-26	1.89E-25
NUS1P2	14.44216503	3.70716301	0.347841208	10.65763032	1.61E-26	2.05E-25
CENPO	584.1708516	1.026890391	0.096362826	10.65649938	1.63E-26	2.07E-25
GCKR	48.95213293	3.05229925	0.286470762	10.6548369	1.66E-26	2.11E-25
KRTCAP3	2274.624484	1.553376847	0.145803944	10.65387402	1.67E-26	2.13E-25
C4orf54	46.96968382	3.646086829	0.342313429	10.65131111	1.72E-26	2.19E-25
AL024498.1	22.43038431	1.405983802	0.132022238	10.64959827	1.75E-26	2.23E-25
AL136162.1	19.84962965	1.882414547	0.176793906	10.64750812	1.79E-26	2.28E-25
LINC00707	41.36923088	3.796864539	0.356735955	10.64334694	1.87E-26	2.38E-25
CYP4F23P	13.09093129	4.843958351	0.455150473	10.64254271	1.89E-26	2.40E-25
CXCL13	1507.197516	2.64009298	0.248255547	10.63457802	2.06E-26	2.60E-25
ZIC5	26.41404388	5.59434743	0.526277606	10.6300313	2.16E-26	2.73E-25
DEPTOR	1310.30151	1.51946518	0.142943704	10.62981538	2.17E-26	2.74E-25
DSG2	9239.835823	1.427386539	0.134362032	10.62343664	2.32E-26	2.93E-25
WDR86	386.474508	2.236157298	0.210494658	10.62334466	2.32E-26	2.93E-25
SNORA26	17.94820173	2.73408191	0.257452058	10.61977106	2.41E-26	3.04E-25
FKBP10	6233.247323	1.79163481	0.16882425	10.61242569	2.61E-26	3.28E-25
AC023421.1	288.1502528	5.095856638	0.480263688	10.61053909	2.66E-26	3.35E-25
SLC9A7	1428.706195	1.223263711	0.11530834	10.60863168	2.72E-26	3.42E-25
ZNF280B	168.7259383	1.926559534	0.181648398	10.60598139	2.80E-26	3.51E-25
TGFBR3L	28.76687281	2.503730722	0.236113013	10.60395057	2.86E-26	3.59E-25
AC091057.1	219.0802265	1.394907317	0.131553865	10.60331689	2.88E-26	3.61E-25
PNCK	62.93452191	2.890124643	0.272617015	10.6014096	2.94E-26	3.68E-25
HSF4	777.678176	1.908545095	0.180104253	10.59689076	3.08E-26	3.86E-25
AC022211.1	28.42586839	2.037610008	0.192285014	10.59682168	3.08E-26	3.86E-25
PLEKHA6	2594.186093	1.626512586	0.153543062	10.59320145	3.20E-26	4.01E-25
AP005230.1	18.53345517	3.936490009	0.371784553	10.58809457	3.38E-26	4.23E-25
RPL32P33	5.651641936	4.040049337	0.381702517	10.58428792	3.52E-26	4.40E-25
CAPN12	537.8892219	1.822367033	0.172194785	10.58317202	3.57E-26	4.46E-25
AC138409.2	194.7910025	2.080614097	0.196598546	10.58305944	3.57E-26	4.46E-25
AC074117.1	259.7866805	1.07262366	0.10136718	10.58156755	3.63E-26	4.53E-25
RCN3	1894.362219	1.724481073	0.163043863	10.57679231	3.82E-26	4.76E-25
AL024508.2	57.03703282	1.969770342	0.186306687	10.57273026	3.99E-26	4.97E-25
PCAT7	25.97360271	2.360103552	0.223280099	10.57014737	4.10E-26	5.10E-25
FAAP24	227.1391492	1.239864943	0.117306415	10.5694556	4.13E-26	5.14E-25
MELTF-AS1	86.79405032	1.598466081	0.151245501	10.56868516	4.16E-26	5.18E-25
FAM83H	6075.853494	1.179466667	0.111633849	10.56549316	4.31E-26	5.35E-25
OR2B6	9.204394131	3.658004057	0.346240793	10.56491358	4.33E-26	5.38E-25
B4GALNT1	259.9141208	2.499822198	0.236618612	10.56477416	4.34E-26	5.38E-25
PRR5-ARHGAP8	16.16216176	1.958859901	0.185427623	10.56401343	4.38E-26	5.43E-25
MEST	3228.100447	1.251107115	0.118477153	10.55990191	4.57E-26	5.67E-25
IGLV3-12	43.48505071	3.014209159	0.285472666	10.55866117	4.63E-26	5.74E-25
PLPP5	2541.279649	1.129894376	0.107028847	10.5569144	4.72E-26	5.84E-25
C2CD6	129.8192097	2.253031851	0.213516707	10.55201667	4.97E-26	6.15E-25
PPP1R14BP2	7.374391745	3.354228187	0.317890319	10.5515267	5.00E-26	6.18E-25
AL731533.2	15.32436324	2.262963376	0.214489295	10.55047237	5.05E-26	6.24E-25
AC016737.1	20.56069982	1.974139775	0.187127984	10.5496769	5.10E-26	6.29E-25
SMCO2	16.9592676	2.496324831	0.236666802	10.54784537	5.20E-26	6.41E-25
IGLV4-69	1743.860852	2.677153644	0.25381423	10.54768931	5.21E-26	6.42E-25
AC087741.1	326.6181962	1.641100975	0.155595651	10.54721626	5.23E-26	6.45E-25
KRTAP5-1	24.51740448	2.177332286	0.206575898	10.54010807	5.64E-26	6.94E-25
AZIN2	393.8542966	1.278056078	0.121296411	10.53663552	5.86E-26	7.20E-25
RPLP0P2	264.476075	2.074181408	0.19688804	10.53482683	5.97E-26	7.33E-25
AC233280.2	20.6581407	2.476923787	0.235213682	10.53052595	6.25E-26	7.66E-25
HOXC12	50.56361907	7.795830962	0.740477311	10.52811592	6.41E-26	7.86E-25
SULT4A1	53.24117334	3.871225348	0.367801488	10.52531181	6.60E-26	8.09E-25
MRPL15	2354.804312	1.11590237	0.106041699	10.52324113	6.75E-26	8.27E-25
CKM	68.0934127	2.999324234	0.285053215	10.52198003	6.84E-26	8.38E-25
IGKV2D-28	28.31170654	4.025821251	0.382707575	10.51931427	7.04E-26	8.61E-25
AC097358.2	5.353409687	3.246462614	0.308648409	10.51831963	7.11E-26	8.70E-25
HIST1H4E	24.38614835	3.695555319	0.351350957	10.5181308	7.13E-26	8.71E-25
IGHV1OR15-2	91.730336	2.728927644	0.259521513	10.5152271	7.35E-26	8.98E-25
ACOT11	401.358697	1.253193843	0.119219083	10.51168834	7.63E-26	9.32E-25
HOXC-AS3	19.75344465	5.854299409	0.556935243	10.51163394	7.64E-26	9.33E-25
DNTTIP1	3075.705028	1.531432825	0.145717506	10.50960084	7.80E-26	9.53E-25
CHPF	6984.955349	1.23519089	0.11753114	10.50947765	7.81E-26	9.54E-25
AC254629.1	13.40805112	4.211442879	0.400742888	10.5090895	7.84E-26	9.57E-25
LYPD8	26.18152971	4.252246396	0.404674696	10.50781391	7.95E-26	9.70E-25
LCTL	14.48821837	1.640592894	0.156158451	10.50595012	8.11E-26	9.88E-25
AHNAK2	4917.563031	2.179666705	0.207491272	10.50485972	8.20E-26	9.99E-25
AC022211.3	25.0971381	1.847072977	0.175837936	10.50440544	8.24E-26	1.00E-24
IGLV2-14	6147.556087	2.411869541	0.229626183	10.50346051	8.33E-26	1.01E-24
EXOSC5	926.4580737	1.171370919	0.111530476	10.50269807	8.39E-26	1.02E-24
SYT16	87.92769553	3.028453133	0.288425256	10.49995822	8.64E-26	1.05E-24
LIMK1	4347.767766	1.108445292	0.105603178	10.49632518	8.98E-26	1.09E-24
FOXD2	113.4600453	1.270312217	0.121031261	10.49573645	9.04E-26	1.10E-24
AL391427.1	40.86522465	3.976397029	0.378959682	10.49292898	9.31E-26	1.13E-24
AC006329.1	87.07920889	2.116576159	0.201730699	10.49208755	9.39E-26	1.14E-24
SLC6A3	322.6316835	3.599337658	0.343052906	10.49207746	9.39E-26	1.14E-24
SCUBE3	831.1097109	2.358987547	0.22487413	10.49025757	9.58E-26	1.16E-24
RPS10P7	141.7982859	1.130547166	0.107805999	10.48686689	9.93E-26	1.20E-24
BORA	250.8132326	1.124363458	0.107249741	10.48360069	1.03E-25	1.24E-24
LINC02163	11.69004414	5.584514059	0.532961287	10.47827337	1.09E-25	1.31E-24
KCND2	138.6777008	2.236090357	0.21340516	10.47814569	1.09E-25	1.31E-24
AC007750.1	20.7407723	2.201957112	0.210230527	10.47401222	1.14E-25	1.37E-24
HCN2	74.57513468	2.330642894	0.222583865	10.47085284	1.18E-25	1.42E-24
GLDC	253.4397467	2.770636372	0.264630626	10.46982509	1.19E-25	1.43E-24
PCNA	3994.604963	1.100698262	0.105137685	10.46911262	1.20E-25	1.44E-24
AK4P1	11.72615577	2.350389627	0.224547565	10.46722387	1.22E-25	1.47E-24
LINC01214	15.0705374	5.700373057	0.544673468	10.46567051	1.24E-25	1.49E-24
HMGB3P6	5.099843297	3.519159372	0.336290991	10.46462576	1.26E-25	1.51E-24
MRPL24	2864.984522	1.076497673	0.10290592	10.46098874	1.30E-25	1.57E-24
IGHV3-53	667.6292466	2.476780236	0.2367824	10.46015343	1.32E-25	1.58E-24
NAALADL2-AS2	16.51142147	5.086870796	0.48648312	10.45641789	1.37E-25	1.64E-24
AC134312.5	15.19727797	2.560424273	0.244971799	10.4519144	1.44E-25	1.72E-24
GPR84	141.5966556	1.843460213	0.176392583	10.45089414	1.45E-25	1.74E-24
IGKV3D-11	164.4943448	2.441670308	0.233646024	10.45029687	1.46E-25	1.75E-24
GCLC	5121.41176	2.253876548	0.215680055	10.45009259	1.46E-25	1.75E-24
LINC02313	12.05876682	4.589540889	0.439275565	10.44797674	1.50E-25	1.79E-24
LCN2	9022.662655	2.693404234	0.257816625	10.44697653	1.51E-25	1.81E-24
IGKV1-9	1891.69154	2.495282947	0.238891533	10.44525485	1.54E-25	1.84E-24
SRCIN1	686.5561041	1.811763302	0.173524392	10.44097188	1.61E-25	1.92E-24
CCT6A	10359.48422	1.092285275	0.10462039	10.4404627	1.62E-25	1.93E-24
