gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CD46	23295.51884	0.632094552	0.085743075	7.371960345	1.68E-13	8.52E-13
SFTA1P	1147.864669	-1.821825829	0.247139001	-7.371664606	1.69E-13	8.54E-13
MAGI3	2392.03851	-0.92594325	0.125642477	-7.369667282	1.71E-13	8.67E-13
LNCOG	16.8638408	1.53130811	0.207792126	7.369423168	1.71E-13	8.68E-13
MIR193BHG	26.53291802	1.466666896	0.199028353	7.369135468	1.72E-13	8.70E-13
NUP50-DT	330.8564743	0.81529598	0.110644577	7.368603158	1.72E-13	8.73E-13
HPGDS	244.9482327	-1.371169768	0.18608415	-7.368546808	1.72E-13	8.74E-13
MINCR	151.2500147	0.940260551	0.127605612	7.368488995	1.73E-13	8.74E-13
MRPL2	1321.11385	0.627397404	0.085169451	7.366460577	1.75E-13	8.87E-13
TUBA4B	130.7115807	-2.175313078	0.29531229	-7.366144753	1.76E-13	8.89E-13
IGHV3-6	8.749082382	2.362695243	0.320751081	7.366133383	1.76E-13	8.89E-13
KLHL41	27.90467437	-1.316565046	0.178767528	-7.364676688	1.78E-13	8.99E-13
AL136369.1	5.315708555	-3.095460856	0.420315163	-7.364618565	1.78E-13	8.99E-13
AL162171.1	14.12171641	-1.078837155	0.146510786	-7.363534019	1.79E-13	9.06E-13
SAA2-SAA4	42.68902841	2.588534491	0.351585426	7.362462437	1.81E-13	9.13E-13
LDHAP5	9.265965626	1.464300503	0.198891682	7.362301357	1.81E-13	9.14E-13
RNF227	235.6349007	-0.723822535	0.098332021	-7.361005348	1.83E-13	9.23E-13
PLA2G1B	274.8041576	-2.184398885	0.296772683	-7.360511969	1.83E-13	9.26E-13
SNORA71B	14.91800312	1.501341292	0.203979015	7.360273275	1.84E-13	9.28E-13
UPF3B	716.1702558	0.588794913	0.080013395	7.358704288	1.86E-13	9.39E-13
TREX2	41.63615022	1.091456337	0.148322109	7.358689432	1.86E-13	9.39E-13
LRRC69	47.89123894	1.126463651	0.153081097	7.358607133	1.86E-13	9.39E-13
CARD17	9.191192903	1.814790466	0.246631637	7.358303606	1.86E-13	9.41E-13
NCBP2	3852.32015	0.450972309	0.06129483	7.357428155	1.87E-13	9.47E-13
C17orf75	907.9530674	0.528022547	0.071770294	7.357118325	1.88E-13	9.49E-13
TUBA3D	14.77152305	1.133475365	0.154068637	7.356950707	1.88E-13	9.50E-13
RGS13	73.8048924	-1.458960104	0.198312141	-7.356887451	1.88E-13	9.51E-13
AC027281.2	4.096726364	2.409500462	0.327519907	7.356806134	1.88E-13	9.51E-13
AL023803.2	6.6672533	1.509552901	0.205201962	7.356425263	1.89E-13	9.54E-13
PRPF4	1695.560902	0.491515142	0.066837479	7.353885121	1.93E-13	9.72E-13
LPIN3	986.8375879	0.788947279	0.107303643	7.35247431	1.95E-13	9.82E-13
PACERR	18.95058857	1.712067569	0.232856486	7.352458139	1.95E-13	9.82E-13
HSPA14	1233.600463	0.578066505	0.078623002	7.352384011	1.95E-13	9.82E-13
RBMS1	4210.32978	-0.538975796	0.07332234	-7.35077194	1.97E-13	9.94E-13
TRPM5	26.28399731	2.292871858	0.311946653	7.350205019	1.98E-13	9.98E-13
TUSC8	28.3726256	3.851348856	0.523983406	7.350135165	1.98E-13	9.99E-13
IGHV3OR16-16	6.705025113	2.576632523	0.35057897	7.34964941	1.99E-13	1.00E-12
LINC01116	101.5962079	1.945519771	0.264712844	7.349548064	1.99E-13	1.00E-12
DLL4	1193.810443	-0.830240099	0.112966332	-7.349447258	1.99E-13	1.00E-12
DSG4	4.159047083	3.885635966	0.528730193	7.348995798	2.00E-13	1.01E-12
AP000696.1	3.514831991	3.750470145	0.510362879	7.348634276	2.00E-13	1.01E-12
C1QL4	5.796495578	2.944881289	0.400808939	7.347344341	2.02E-13	1.02E-12
GPR89P	7.649390996	3.004571102	0.40893505	7.347306381	2.02E-13	1.02E-12
HNRNPCP2	471.8996421	0.656749335	0.089396744	7.346456999	2.04E-13	1.03E-12
MYO7B	149.2347246	-1.690446773	0.23012032	-7.345925699	2.04E-13	1.03E-12
AC027117.2	28.76905699	1.882143642	0.256223027	7.345724024	2.05E-13	1.03E-12
ARMC10	1693.04919	0.5625306	0.076582323	7.345436594	2.05E-13	1.03E-12
TFRC	8327.900081	-1.03372953	0.140760273	-7.343901167	2.07E-13	1.04E-12
CCT7	10103.47987	0.543920656	0.074066394	7.343690234	2.08E-13	1.05E-12
AC011008.2	12.35479273	-1.383276558	0.188380229	-7.343002835	2.09E-13	1.05E-12
AP001628.1	7.795078524	1.754361279	0.238921652	7.342830861	2.09E-13	1.05E-12
LINC02587	4.784951637	-1.517421664	0.206655272	-7.342767741	2.09E-13	1.05E-12
SERHL2	108.4260113	0.83002512	0.113056446	7.341687737	2.11E-13	1.06E-12
AC004540.1	57.83082748	-1.050784953	0.14313219	-7.341360119	2.11E-13	1.06E-12
DMP1	4.728404397	2.5598594	0.348703554	7.34107632	2.12E-13	1.07E-12
AC005064.1	16.82605891	2.64192636	0.359903734	7.34064726	2.13E-13	1.07E-12
CADM4	1134.44966	0.986411205	0.134391278	7.339845427	2.14E-13	1.08E-12
NR5A1	6.435361144	2.812879053	0.383235765	7.339813535	2.14E-13	1.08E-12
SDHA	5752.725981	0.614028698	0.083662803	7.339327309	2.15E-13	1.08E-12
EIF4E1B	10.26778121	4.826896581	0.657702796	7.339023968	2.15E-13	1.08E-12
ATP8B5P	53.11353071	-1.482358028	0.201993633	-7.3386374	2.16E-13	1.08E-12
TDP1	710.9808157	0.758939796	0.10341712	7.338628237	2.16E-13	1.08E-12
BEST4	61.3325761	1.269714175	0.173018659	7.338596801	2.16E-13	1.08E-12
PF4	21.28543793	-2.012890797	0.27430634	-7.338112561	2.17E-13	1.09E-12
LINC01301	39.66511918	1.170963156	0.159592603	7.337201949	2.18E-13	1.10E-12
PRELID3B	4694.584353	0.706019728	0.096255099	7.334881299	2.22E-13	1.11E-12
CNR1	318.8667751	-1.527329897	0.208315855	-7.331798608	2.27E-13	1.14E-12
FAM183A	191.4941685	-1.914241348	0.261092118	-7.331670388	2.27E-13	1.14E-12
ALAS1	3570.053099	-0.528339033	0.072064331	-7.331491518	2.28E-13	1.14E-12
TSPAN8	4390.735596	2.146644086	0.292835541	7.33054491	2.29E-13	1.15E-12
CCDC120	1144.840984	0.734304484	0.100176904	7.330077647	2.30E-13	1.15E-12
AC004908.2	21.2649622	1.132288574	0.154476608	7.329838408	2.30E-13	1.16E-12
STAG3L5P	267.8197955	1.006462463	0.137318931	7.329378816	2.31E-13	1.16E-12
GCSAML	50.02693805	-1.599421564	0.218232626	-7.328975475	2.32E-13	1.16E-12
NHP2	1922.646602	0.683432145	0.093254969	7.328640507	2.32E-13	1.17E-12
ZNF789	508.5334356	0.729246323	0.099511689	7.328247862	2.33E-13	1.17E-12
TMEM158	186.4958546	1.448616864	0.197711447	7.326924594	2.35E-13	1.18E-12
AC100791.2	1.972753037	2.969816616	0.405331004	7.326892311	2.36E-13	1.18E-12
CABCOCO1	135.2143704	-1.79891769	0.245605956	-7.324405797	2.40E-13	1.20E-12
AC246787.2	6.887199575	2.171190193	0.296459693	7.323728129	2.41E-13	1.21E-12
AC136632.2	19.86858437	1.101146413	0.150354229	7.32368104	2.41E-13	1.21E-12
PPIH	1080.275708	0.650763226	0.088868658	7.322752911	2.43E-13	1.22E-12
AC093840.1	5.507767333	1.660027096	0.226700234	7.322564543	2.43E-13	1.22E-12
C5orf51	2207.263744	0.563176773	0.07691004	7.322539121	2.43E-13	1.22E-12
STUM	401.6326939	2.375696318	0.324524196	7.320552194	2.47E-13	1.24E-12
SEPTIN3	357.5046187	1.490358778	0.203597584	7.320120159	2.48E-13	1.24E-12
AC211433.1	16.76448979	1.86347136	0.254572177	7.320011889	2.48E-13	1.24E-12
IGKV1D-43	50.14806712	2.138827707	0.292236158	7.318833244	2.50E-13	1.25E-12
SNHG20	262.3722936	0.719468686	0.09831007	7.318362033	2.51E-13	1.26E-12
FAM166B	143.7383009	-1.797278913	0.245601259	-7.317873383	2.52E-13	1.26E-12
HIST4H4	78.81038361	1.298832917	0.177519291	7.316573365	2.54E-13	1.27E-12
AL442224.1	18.24833549	3.586093894	0.490167081	7.316064328	2.55E-13	1.28E-12
BRPF3	3243.74986	0.647465785	0.088499518	7.316037414	2.55E-13	1.28E-12
AC245100.3	3.307822368	3.331219724	0.455345644	7.315804533	2.56E-13	1.28E-12
TTC27	946.6802862	0.462424539	0.063210616	7.315615113	2.56E-13	1.28E-12
RNF149	3543.919182	-0.470885109	0.064369079	-7.315392987	2.57E-13	1.28E-12
SEMA3B-AS1	21.83125305	-1.165953191	0.159390851	-7.315057178	2.57E-13	1.29E-12
AC026469.1	5.126074275	-1.290317067	0.176407046	-7.31443045	2.58E-13	1.29E-12
COL18A1	9119.766575	1.008735713	0.137924513	7.313679697	2.60E-13	1.30E-12
AC010894.2	27.88915217	1.112594723	0.152140742	7.312930839	2.61E-13	1.31E-12
TRABD	2253.911993	0.654634906	0.08952048	7.312683159	2.62E-13	1.31E-12
DPH6-DT	8.550421304	-1.176269647	0.160871629	-7.311852651	2.63E-13	1.32E-12
CERT1	2429.439911	-0.590112348	0.080708716	-7.311631015	2.64E-13	1.32E-12
MYRF	2415.128756	-1.626137132	0.222428312	-7.310836983	2.65E-13	1.33E-12
C2orf27A	112.5906139	0.914343545	0.125067348	7.310809383	2.66E-13	1.33E-12
STMN1	6903.465897	1.018218822	0.139285366	7.310307256	2.67E-13	1.33E-12
SIM2	160.5208485	1.592479552	0.217843034	7.310215621	2.67E-13	1.33E-12
AL023806.1	7.361098716	-1.029923176	0.14090316	-7.309439886	2.68E-13	1.34E-12
MYPN	10.19909176	2.759144589	0.377479201	7.309395018	2.68E-13	1.34E-12
RPS19P3	16.12753778	1.020659553	0.13965062	7.308664693	2.70E-13	1.35E-12
AC104472.1	6.954806044	2.080576049	0.284679771	7.308478722	2.70E-13	1.35E-12
ARL6IP1	10313.59274	0.576493896	0.078887678	7.307781279	2.72E-13	1.35E-12
TMEM147	3698.171362	0.757447915	0.103650206	7.307731853	2.72E-13	1.36E-12
PGM1	4448.105659	-0.64538446	0.088318403	-7.307474322	2.72E-13	1.36E-12
ACTBP12	19.02514545	3.123513099	0.427442779	7.307441502	2.72E-13	1.36E-12
LINC01169	7.911498389	-2.137119265	0.292508216	-7.306185427	2.75E-13	1.37E-12
MAGEC3	9.028693408	3.243525083	0.44396787	7.305765354	2.76E-13	1.37E-12
ARL16	1192.007424	0.683562802	0.093567578	7.305551915	2.76E-13	1.38E-12
AC003070.2	2.545000678	-1.871267791	0.256147094	-7.305442214	2.76E-13	1.38E-12
FAM184A	645.4547587	-1.274503666	0.174462183	-7.305329113	2.77E-13	1.38E-12
PPP1R12C	2760.277514	-0.609015887	0.083374816	-7.304554453	2.78E-13	1.39E-12
AC109446.3	20.39776249	1.918475456	0.262648172	7.304354889	2.79E-13	1.39E-12
TMPRSS11A	6.084837448	3.388482984	0.463941633	7.303683785	2.80E-13	1.39E-12
LINC00924	22.53313592	-1.307639511	0.179041746	-7.303545362	2.80E-13	1.40E-12
AC007277.1	12.8437376	-1.815793396	0.248632167	-7.303131451	2.81E-13	1.40E-12
AARD	132.3440313	-1.91269968	0.261928904	-7.302362019	2.83E-13	1.41E-12
MEMO1P1	50.48719135	0.621421404	0.085099702	7.302274736	2.83E-13	1.41E-12
TMEM132E	39.08429796	1.538335122	0.210668231	7.302169473	2.83E-13	1.41E-12
AC010148.1	15.64319226	1.639515577	0.224525238	7.302143801	2.83E-13	1.41E-12
TRPM1	3.580558473	-2.16401528	0.296384874	-7.301368834	2.85E-13	1.42E-12
ZNF12	1591.141096	0.476982316	0.065328015	7.301344051	2.85E-13	1.42E-12
AL583832.1	13.42699949	1.659993544	0.22735543	7.301314707	2.85E-13	1.42E-12
ITGAX	2387.571929	-1.014870074	0.139022321	-7.300051305	2.88E-13	1.43E-12
TMUB1	2055.473977	0.75025478	0.102775911	7.299908827	2.88E-13	1.43E-12
AC009065.8	46.97480527	0.821862963	0.112586218	7.299854087	2.88E-13	1.43E-12
AC087294.1	16.39667261	1.46974675	0.201370912	7.298704346	2.91E-13	1.44E-12
AC007240.1	2.636648859	2.945944997	0.403682483	7.297678543	2.93E-13	1.46E-12
STAMBPL1	365.8751687	0.810390771	0.111053733	7.297285288	2.94E-13	1.46E-12
AC106799.2	6.19865711	4.667819015	0.639670954	7.297218964	2.94E-13	1.46E-12
FOXRED2	1400.775356	0.90098993	0.123479584	7.296671273	2.95E-13	1.47E-12
AL359513.1	15.35071739	1.220340363	0.167288058	7.294844446	2.99E-13	1.49E-12
MBOAT7	4432.71851	0.633280877	0.086838636	7.292616582	3.04E-13	1.51E-12
PRIM1	419.488187	0.873705445	0.119808994	7.292486289	3.04E-13	1.51E-12
OCRL	2360.383682	0.473977731	0.065003635	7.291557306	3.06E-13	1.52E-12
ATP1A3	129.7664481	1.587058786	0.217657638	7.291537295	3.06E-13	1.52E-12
CREB3L2	7404.234553	0.658543582	0.090318273	7.291365933	3.07E-13	1.52E-12
ALG1	1166.386999	0.553070849	0.075854462	7.291210515	3.07E-13	1.52E-12
TCOF1	2799.563419	0.605500145	0.083055265	7.290328242	3.09E-13	1.53E-12
TRIM58	35.47093864	-2.128807321	0.292028051	-7.289735749	3.11E-13	1.54E-12
PACRG-AS1	2.193299804	-2.05937205	0.282516311	-7.289391703	3.11E-13	1.54E-12
AC068580.1	18.91777639	1.160733272	0.159243863	7.289029871	3.12E-13	1.55E-12
LARP1P1	2.178455115	2.58721963	0.354986338	7.288223109	3.14E-13	1.56E-12
AC026369.1	8.0259988	-1.876506168	0.257478914	-7.287999399	3.15E-13	1.56E-12
TMEM232	109.2664437	-1.748060581	0.239887031	-7.28701577	3.17E-13	1.57E-12
METTL2B	1223.092895	0.500961713	0.068747555	7.286974933	3.17E-13	1.57E-12
VPS25	2366.605647	0.54983485	0.07546092	7.286352332	3.18E-13	1.58E-12
AC067930.5	74.65509485	0.935050899	0.128330733	7.286258512	3.19E-13	1.58E-12
OBP2A	19.4944283	3.070357821	0.421393537	7.286200545	3.19E-13	1.58E-12
TRIM6	331.8720605	1.163028651	0.159632065	7.285683191	3.20E-13	1.59E-12
IGHV1-45	148.2395576	2.058015791	0.282507405	7.284820689	3.22E-13	1.60E-12
DUSP23	2436.264446	1.016621796	0.139567054	7.284110184	3.24E-13	1.60E-12
LINC01655	35.1765255	2.014483128	0.276566848	7.283892286	3.24E-13	1.61E-12
CMA1	12.78993899	-1.777854183	0.244190445	-7.280605041	3.32E-13	1.65E-12
RN7SL381P	22.5108013	1.769996002	0.243116657	7.280439047	3.33E-13	1.65E-12
FBLIM1	2927.156748	0.755469886	0.103789174	7.278889098	3.37E-13	1.67E-12
SOCS5P4	11.10727255	1.271310506	0.174687334	7.277634157	3.40E-13	1.68E-12
PALM	878.1936362	-0.994241838	0.136618643	-7.277497541	3.40E-13	1.68E-12
POLR3C	1479.06268	0.452598929	0.06219222	7.277420335	3.40E-13	1.68E-12
KRT10	1246.633838	0.796601011	0.109462741	7.27737128	3.40E-13	1.68E-12
SSSCA1-AS1	78.06308112	0.686423206	0.094332926	7.276602513	3.42E-13	1.69E-12
PEX13	2354.060868	0.453403657	0.062312563	7.27627998	3.43E-13	1.70E-12
ENPP6	22.5498811	-1.353128174	0.185974794	-7.275868646	3.44E-13	1.70E-12
WDR34	3659.654461	0.759831447	0.104433188	7.275766083	3.44E-13	1.70E-12
DENND4A	1398.204381	-0.639908952	0.087959037	-7.275079112	3.46E-13	1.71E-12
ALKBH2	520.2405247	0.712419106	0.0979277	7.274949833	3.47E-13	1.71E-12
STK38	3419.464789	0.470771719	0.064713476	7.274709223	3.47E-13	1.72E-12
LRRC66	49.31883967	2.050403817	0.281872205	7.274232002	3.48E-13	1.72E-12
AL158839.1	5.643705672	1.988752192	0.273436932	7.273165991	3.51E-13	1.74E-12
IGSF9B	172.2775273	1.6517671	0.22711614	7.272786083	3.52E-13	1.74E-12
DNM1P46	9.669183338	-1.290442354	0.177440194	-7.272548126	3.53E-13	1.74E-12
AC006128.1	113.4825105	1.234280576	0.169762252	7.270642097	3.58E-13	1.77E-12
P3H3	1153.566809	1.085604958	0.149320316	7.270309826	3.59E-13	1.77E-12
AC016394.1	56.56853405	0.854498259	0.117546319	7.269459959	3.61E-13	1.78E-12
DPYD-AS1	38.49528722	2.580267627	0.354961727	7.269143209	3.62E-13	1.79E-12
SULT1C2	949.9097655	1.698746659	0.233698742	7.268959374	3.62E-13	1.79E-12
AC022075.1	88.32014388	1.402820012	0.19300606	7.268269256	3.64E-13	1.80E-12
NUCB1	16571.49133	-0.567993622	0.078154409	-7.26758259	3.66E-13	1.81E-12
GPS1	5044.279256	0.560621947	0.077144968	7.267122657	3.67E-13	1.81E-12
ZIC4	17.95845401	4.831553436	0.665031383	7.265151031	3.73E-13	1.84E-12
BNIP3P42	4.062554666	3.536840113	0.486822982	7.265146148	3.73E-13	1.84E-12
AC008267.2	57.01557723	1.03771048	0.142844956	7.264593097	3.74E-13	1.85E-12
TCTE1	66.6811783	-2.191138335	0.301627896	-7.264375617	3.75E-13	1.85E-12
LACTB2	1579.318113	0.828602052	0.114064176	7.264349626	3.75E-13	1.85E-12
SDCBP2	1144.465063	1.608569657	0.221437543	7.264213815	3.75E-13	1.85E-12
AL451050.2	7.32431746	1.475017187	0.203060248	7.263938669	3.76E-13	1.85E-12
ARMCX5	679.4987922	0.442111556	0.060872814	7.262873681	3.79E-13	1.87E-12
ELMO1	1327.164275	-0.952642203	0.13116707	-7.262815284	3.79E-13	1.87E-12
DLEU2	242.81674	1.042109043	0.143514889	7.261330517	3.83E-13	1.89E-12
PSMG1	1036.764341	0.669671802	0.092231751	7.260751257	3.85E-13	1.90E-12
AC063944.1	6.840124519	-1.499135801	0.206553049	-7.257873012	3.93E-13	1.94E-12
AC079630.1	469.918295	-1.920454809	0.264642266	-7.256795506	3.96E-13	1.95E-12
FAM186B	32.12232875	1.011470611	0.139401171	7.255825771	3.99E-13	1.97E-12
LRRC70	24.04410988	-1.089795518	0.150196222	-7.255811763	3.99E-13	1.97E-12
TNC	15105.47362	1.544834856	0.21291269	7.255719975	4.00E-13	1.97E-12
AL137003.2	186.5811787	-0.787773868	0.10857692	-7.255444966	4.00E-13	1.97E-12
DRAM1	7631.198234	-1.085882442	0.149668077	-7.255270876	4.01E-13	1.97E-12
DNAJC5B	140.4528845	-1.220188105	0.168187226	-7.254939239	4.02E-13	1.98E-12
PEF1	3546.994985	-0.4653858	0.064152532	-7.254363756	4.04E-13	1.99E-12
LGALS7B	31.64733108	2.468219589	0.34032127	7.252616303	4.09E-13	2.01E-12
AC132872.2	14.42645864	1.368999001	0.188790326	7.251425586	4.12E-13	2.03E-12
LINC01344	5.454254516	2.692013195	0.371244376	7.251323841	4.13E-13	2.03E-12
KANK1	1756.495282	-0.718089407	0.09903265	-7.251037001	4.14E-13	2.03E-12
EIF2B1	2454.325067	0.392528735	0.054137407	7.250600963	4.15E-13	2.04E-12
POMK	152.8548957	1.29245828	0.178283137	7.249470131	4.18E-13	2.06E-12
MIR30C2	3.390314419	-2.066534283	0.285066569	-7.249304237	4.19E-13	2.06E-12
RNU6-140P	8.460633448	4.764699722	0.657274401	7.249178904	4.19E-13	2.06E-12
GALR2	11.86720615	1.78185618	0.245819011	7.248650839	4.21E-13	2.07E-12
PRNP	4951.478686	-0.692709553	0.095566518	-7.248454486	4.22E-13	2.07E-12
FCHSD2	2154.778038	-0.473637673	0.065347388	-7.247997064	4.23E-13	2.08E-12
PPIL2	2554.968376	0.542549399	0.074857007	7.24781048	4.24E-13	2.08E-12
AC010186.3	242.9267348	1.136492538	0.156805441	7.247787644	4.24E-13	2.08E-12
AL355802.1	34.59564914	0.795158538	0.109733269	7.246284949	4.28E-13	2.10E-12
IGHV3-13	486.9720911	2.042712328	0.281910717	7.245954842	4.29E-13	2.11E-12
CYSRT1	93.92967199	1.388785115	0.191674314	7.245546287	4.31E-13	2.11E-12
RPS20P33	15.65582768	1.13198423	0.15623826	7.245243456	4.32E-13	2.12E-12
LINC01268	40.78175746	-1.216518822	0.167937733	-7.24386833	4.36E-13	2.14E-12
TRIM25	2434.349363	-0.585906348	0.080883784	-7.243804831	4.36E-13	2.14E-12
KRT27	10.86261421	-1.899856835	0.262310783	-7.242770626	4.40E-13	2.16E-12
ZNF783	796.7730351	0.674489487	0.093129211	7.242512659	4.40E-13	2.16E-12
CCT8	7694.511479	0.514387694	0.071024689	7.242378731	4.41E-13	2.16E-12
SNRPG	2090.129749	0.817824137	0.112924124	7.24224469	4.41E-13	2.16E-12
KIAA0895L	857.2051748	0.879641422	0.121467138	7.241805807	4.43E-13	2.17E-12
AL031727.1	40.18321119	0.926875287	0.127994504	7.241524095	4.44E-13	2.18E-12
RAPGEF5	2605.241321	-0.870524415	0.120225088	-7.240788322	4.46E-13	2.19E-12
CDK12	3381.79412	0.565782762	0.078140918	7.240544115	4.47E-13	2.19E-12
CSKMT	161.5550725	0.781483097	0.10793231	7.240492626	4.47E-13	2.19E-12
RPS4XP16	25.58357895	0.851776127	0.117641839	7.240418306	4.47E-13	2.19E-12
IFT88	601.3186438	-0.568992628	0.078594154	-7.239630466	4.50E-13	2.20E-12
AATF	2993.712295	0.507670934	0.070137469	7.238227225	4.55E-13	2.23E-12
CTSLP2	3.970646626	2.65959468	0.367438505	7.23820352	4.55E-13	2.23E-12
AC106782.5	32.04887336	0.940189262	0.129899358	7.237828398	4.56E-13	2.23E-12
IFNGR2	6160.241078	0.601605554	0.083142163	7.23586604	4.63E-13	2.27E-12
P2RX7	533.9306086	-0.997180227	0.137830668	-7.234821135	4.66E-13	2.28E-12
PTCD2	449.6709942	0.502817426	0.069505497	7.234210929	4.68E-13	2.29E-12
AC109454.3	4.750273668	3.343393182	0.462165848	7.234184866	4.68E-13	2.29E-12
TBC1D16	3242.882601	0.714785418	0.098826429	7.232735437	4.73E-13	2.32E-12
AC090772.1	6.438514756	1.866959729	0.258129163	7.232657121	4.74E-13	2.32E-12
EIF3I	9003.965875	0.56042396	0.077489772	7.232231394	4.75E-13	2.32E-12
AC092809.2	11.73905789	-1.513681653	0.209297187	-7.232212123	4.75E-13	2.32E-12
FAM216B	430.991239	-2.339584568	0.323511279	-7.231848527	4.76E-13	2.33E-12
AL158835.1	9.380255245	1.475886767	0.204085891	7.231694257	4.77E-13	2.33E-12
LINC01357	7.063152894	2.693931426	0.372608798	7.229918997	4.83E-13	2.36E-12
GPR162	249.6884757	-1.172067699	0.162144963	-7.228517471	4.88E-13	2.39E-12
MOSPD1	1008.314128	0.829342915	0.114737899	7.228151485	4.90E-13	2.39E-12
AC025062.2	7.396335236	2.04060553	0.282321831	7.227940982	4.90E-13	2.40E-12
CARD8-AS1	180.8278422	-0.782373476	0.108257179	-7.2269893	4.94E-13	2.41E-12
NAV1	2758.105609	0.870321716	0.12044623	7.22581121	4.98E-13	2.43E-12
TLCD3A	1200.449989	0.693261493	0.095945731	7.225558504	4.99E-13	2.44E-12
ZNF738	344.945726	1.05451976	0.145952668	7.22508041	5.01E-13	2.45E-12
MROH9	33.09976931	-2.28839185	0.316729615	-7.225064351	5.01E-13	2.45E-12
AVPR1B	4.92466229	3.000838161	0.415398785	7.223993599	5.05E-13	2.47E-12
AACS	2034.557601	0.66016338	0.091388016	7.223741268	5.06E-13	2.47E-12
GFER	862.7862008	0.574905702	0.079587015	7.223611806	5.06E-13	2.47E-12
ASNSP3	2.640314753	2.597077831	0.359573516	7.22266162	5.10E-13	2.49E-12
CLRN3	18.86423386	2.015908857	0.279110967	7.222607116	5.10E-13	2.49E-12
TUFT1	2090.05688	0.731638319	0.101300228	7.222474562	5.10E-13	2.49E-12
AC010307.4	5.292019512	3.055052343	0.423013064	7.222122918	5.12E-13	2.50E-12
AC060764.1	2.472173302	-1.639803866	0.227084185	-7.221127571	5.16E-13	2.52E-12
CSAG2	13.58985584	5.411045465	0.749384521	7.220652834	5.17E-13	2.52E-12
SNX30	3932.382016	-1.015027243	0.140578491	-7.220359475	5.19E-13	2.53E-12
AC022126.1	8.448190619	1.885397906	0.261135205	7.220006604	5.20E-13	2.54E-12
RBMXL1	998.793769	-0.516379461	0.07152167	-7.2199022	5.20E-13	2.54E-12
SRGN	8200.884326	-1.068632731	0.14803187	-7.218936899	5.24E-13	2.55E-12
AC114763.1	19.94219416	1.050743358	0.145580736	7.21759888	5.29E-13	2.58E-12
ULK3	1775.100522	0.574147978	0.079551722	7.217291664	5.30E-13	2.58E-12
CBFA2T3	349.4204585	-1.121041357	0.15535046	-7.21620881	5.35E-13	2.61E-12
FAT2	261.4235828	2.137864481	0.296271309	7.215901146	5.36E-13	2.61E-12
NFIC	6682.034636	-0.66331002	0.091929437	-7.215425665	5.38E-13	2.62E-12
RPS18P13	5.317922197	1.999515103	0.277124524	7.215222507	5.38E-13	2.62E-12
WNT7A	200.6286561	-2.250079622	0.311853086	-7.21519113	5.39E-13	2.62E-12
LINC01611	5.64686467	4.683097032	0.649112045	7.214620445	5.41E-13	2.63E-12
AC010643.1	76.32992657	1.63554374	0.226723328	7.213830873	5.44E-13	2.65E-12
SLC18A3	7.224837892	4.789138336	0.66390797	7.213557527	5.45E-13	2.65E-12
KRT18P5	10.18299499	1.236859958	0.171471183	7.213223431	5.46E-13	2.66E-12
TMEM243	1569.019865	-0.823075179	0.114106941	-7.213191177	5.47E-13	2.66E-12
OXCT2	17.6864269	1.498690572	0.207771645	7.213162174	5.47E-13	2.66E-12
KLC2	1676.314414	0.631632775	0.087570952	7.212811586	5.48E-13	2.67E-12
USP14	3767.717632	0.490009846	0.067947928	7.21154945	5.53E-13	2.69E-12
EIF4EBP2	7621.656486	-0.453114593	0.062833283	-7.211378597	5.54E-13	2.69E-12
DENND6A	1296.830122	-0.44685649	0.06196821	-7.21106011	5.55E-13	2.70E-12
DHFRP1	13.97110952	1.192148499	0.165322288	7.211057341	5.55E-13	2.70E-12
KCNH8	63.8028874	1.961860827	0.272064949	7.211001774	5.55E-13	2.70E-12
CDC123	2719.472663	0.532921835	0.073904902	7.210913256	5.56E-13	2.70E-12
TRMO	518.2917302	-0.442479107	0.061364395	-7.210681454	5.57E-13	2.71E-12
SEPTIN4-AS1	20.65668685	0.93425394	0.129573563	7.210220329	5.59E-13	2.72E-12
C1QC	10568.33711	-1.116296487	0.154825671	-7.210021969	5.59E-13	2.72E-12
GRAP	71.02931713	-0.863372281	0.119755097	-7.209482568	5.62E-13	2.73E-12
METTL22	563.0146871	0.473767373	0.065715324	7.209389552	5.62E-13	2.73E-12
MOAP1	1678.012776	-0.604775529	0.083891156	-7.209049903	5.63E-13	2.74E-12
RORA	1133.39213	-1.020063769	0.14150085	-7.208887932	5.64E-13	2.74E-12
AL583722.1	9.735468011	1.795811011	0.249118729	7.208655149	5.65E-13	2.74E-12
IGLV8-61	1175.912105	1.937611239	0.268805532	7.208226799	5.67E-13	2.75E-12
AC079466.1	7.906646719	4.916940643	0.682141147	7.208098591	5.67E-13	2.75E-12
AC084083.1	6.387213352	2.197713819	0.304908979	7.207770085	5.69E-13	2.76E-12
ABI2	2572.014904	-0.516719005	0.071694819	-7.207201434	5.71E-13	2.77E-12
BX322650.1	13.02550275	1.722215608	0.238975183	7.206671368	5.73E-13	2.78E-12
RBBP7	4911.213769	0.454274399	0.06303933	7.206206074	5.75E-13	2.79E-12
AL139420.2	1.650512073	2.952530148	0.409729592	7.206045664	5.76E-13	2.79E-12
IGKV1-12	151.7557871	1.736913274	0.24107737	7.204796021	5.81E-13	2.82E-12
PAX5	254.8747621	1.694206094	0.235172824	7.204089584	5.84E-13	2.83E-12
