gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
STARD9	583.1202283	-1.726084527	0.144653314	-11.93256124	8.01E-33	1.50E-31
CDH13	669.4221675	-1.814378015	0.152082457	-11.93022554	8.24E-33	1.54E-31
PADI4	20.16763794	-2.538383022	0.212909626	-11.92234972	9.05E-33	1.69E-31
CRY2	2488.350508	-1.166746489	0.097909096	-11.9166302	9.70E-33	1.80E-31
SERPING1	16465.85527	-1.40882136	0.118254576	-11.91346172	1.01E-32	1.87E-31
NDRG4	569.0081195	-2.042254108	0.171643994	-11.89819733	1.21E-32	2.24E-31
ADGRL4	900.6591348	-1.296661101	0.109001058	-11.89585795	1.24E-32	2.30E-31
UTRN	6291.161004	-1.366445711	0.114904042	-11.89205954	1.30E-32	2.41E-31
AP001972.5	1297.745267	-1.813315982	0.152566578	-11.88540769	1.41E-32	2.60E-31
C1QTNF7	251.1000486	-2.39822247	0.201830123	-11.88238125	1.46E-32	2.69E-31
MAGI2-AS3	717.1063017	-1.578169435	0.132857316	-11.87867922	1.53E-32	2.81E-31
PROS1	2500.931824	-1.515944486	0.127628908	-11.87775174	1.54E-32	2.84E-31
FPR1	845.6803225	-1.946657815	0.163892842	-11.87762556	1.55E-32	2.85E-31
SCN7A	1143.73254	-2.35846941	0.198725296	-11.8679879	1.74E-32	3.19E-31
SLC6A13	21.43674539	-2.658144353	0.22402692	-11.86528993	1.79E-32	3.29E-31
MT1M	254.1472608	-2.767014345	0.233235136	-11.86362567	1.83E-32	3.35E-31
APBB1	1137.998362	-1.375975774	0.116014594	-11.86036795	1.90E-32	3.48E-31
SH3BP5	672.7922582	-1.420860148	0.119802372	-11.86003349	1.91E-32	3.50E-31
GHR	146.6404457	-2.016441198	0.170090582	-11.85510199	2.02E-32	3.70E-31
AC144831.1	83.72201978	-1.764284977	0.148845803	-11.85310533	2.07E-32	3.79E-31
KCNIP1	23.11334457	-2.118621551	0.178760677	-11.85172035	2.11E-32	3.85E-31
AL135960.1	13.62483887	-2.473219836	0.208734107	-11.8486618	2.19E-32	3.98E-31
TNS3	8256.532955	-1.107681792	0.093511324	-11.84542948	2.27E-32	4.14E-31
INKA1	91.22731772	-1.482520523	0.125179291	-11.84317717	2.33E-32	4.24E-31
SHROOM4	1432.87989	-1.728609178	0.146010759	-11.83891648	2.46E-32	4.45E-31
PRG4	657.6116848	-3.058413577	0.258495985	-11.83157089	2.68E-32	4.85E-31
EXD1	7.894047943	-2.431844853	0.205613831	-11.82724356	2.82E-32	5.10E-31
AC010776.3	1.654269501	-3.996006647	0.338068921	-11.82009467	3.07E-32	5.54E-31
SELPLG	2089.995752	-1.467535094	0.124185142	-11.81731619	3.18E-32	5.72E-31
DAB2IP	3356.786952	-1.086532315	0.092057826	-11.8027154	3.78E-32	6.80E-31
ROR1	569.0284984	-1.807059229	0.153330571	-11.78538119	4.64E-32	8.30E-31
ITPRID2	6254.777895	-1.145954621	0.097389266	-11.7667446	5.79E-32	1.03E-30
WFIKKN2	18.29662715	-3.051016282	0.259350276	-11.7640757	5.98E-32	1.06E-30
AL049634.1	4.778840492	-2.222139801	0.188910859	-11.76290139	6.06E-32	1.07E-30
AL354714.1	15.23675682	-4.02202054	0.342025333	-11.75942292	6.32E-32	1.12E-30
FOSB	8690.490034	-3.295709564	0.280285265	-11.75841179	6.39E-32	1.13E-30
SYNPO2	1036.351009	-1.806819934	0.153672286	-11.75761732	6.45E-32	1.14E-30
CCL14	90.44947985	-2.431598759	0.206820894	-11.75702661	6.50E-32	1.15E-30
GJA4	474.0163646	-1.457856925	0.124001268	-11.75679051	6.52E-32	1.15E-30
ANGPTL5	11.48405899	-2.465133478	0.210151444	-11.73027143	8.92E-32	1.56E-30
AC111152.2	5.457159849	-1.841712363	0.15702629	-11.72868796	9.09E-32	1.59E-30
OR52K3P	16.78712003	-2.179960783	0.186223125	-11.70617656	1.19E-31	2.07E-30
ZEB1	1282.679333	-1.346561481	0.115049213	-11.70422157	1.21E-31	2.11E-30
RRAS	2575.862969	-1.351118517	0.115489505	-11.6990589	1.29E-31	2.24E-30
CCDC50	2727.081011	-1.019584845	0.087169915	-11.69652214	1.33E-31	2.31E-30
CYP27A1	3824.87377	-1.732737582	0.148401571	-11.67600562	1.69E-31	2.92E-30
SPI1	2282.910515	-1.595902478	0.136888853	-11.65838156	2.08E-31	3.58E-30
CHRNA2	8.314064981	-3.605452567	0.309289791	-11.65719877	2.11E-31	3.63E-30
AC131649.2	208.4125576	-2.580583806	0.221452495	-11.65299045	2.22E-31	3.81E-30
FAM49A	973.1222805	-1.395869798	0.119825843	-11.64915479	2.32E-31	3.98E-30
ECEL1P2	97.6803698	-3.182772465	0.273260405	-11.64739718	2.37E-31	4.06E-30
ANGPTL1	186.9478373	-2.297064178	0.197259277	-11.64489807	2.44E-31	4.17E-30
AC018529.1	4.958761883	-2.508843813	0.215719236	-11.6301349	2.90E-31	4.94E-30
FBLN5	2891.475054	-1.793238789	0.154227413	-11.62723772	3.00E-31	5.11E-30
ADAMTSL4	1587.370931	-1.845386128	0.158791373	-11.6214508	3.21E-31	5.46E-30
LINC02104	5.383889785	-2.143236226	0.184487926	-11.61721674	3.37E-31	5.73E-30
PCDHGC3	835.27257	-1.559539178	0.134280805	-11.61401419	3.50E-31	5.94E-30
ABCG1	2255.799189	-1.408373312	0.121345383	-11.6063197	3.83E-31	6.50E-30
UBL3	3869.131108	-1.088722883	0.093817585	-11.60467816	3.90E-31	6.62E-30
PILRA	621.6120479	-1.527249787	0.131626459	-11.60290869	3.98E-31	6.75E-30
RAB11FIP1	6414.547462	-1.465755741	0.126410208	-11.59523242	4.36E-31	7.37E-30
SORBS3	3629.834796	-1.175268331	0.10143954	-11.58589968	4.86E-31	8.20E-30
MIR3677	6.556340198	-2.442177641	0.21081082	-11.58468832	4.93E-31	8.31E-30
TMEM150B	191.071645	-1.832786533	0.158282745	-11.57919349	5.25E-31	8.85E-30
ADRA1A	28.61331649	-3.445643961	0.297574905	-11.57908112	5.26E-31	8.86E-30
LIMD1	3331.571083	-1.135494992	0.098080781	-11.57714056	5.38E-31	9.05E-30
BCHE	201.1388358	-2.459778185	0.212472566	-11.57692136	5.39E-31	9.07E-30
CRIM1	4624.443389	-1.34078361	0.115820287	-11.57641411	5.43E-31	9.12E-30
ANGPTL7	28.63773466	-3.487166008	0.301467594	-11.56729969	6.04E-31	1.01E-29
BET1P1	1.901336989	-2.387067382	0.206448105	-11.5625541	6.38E-31	1.07E-29
SGCA	250.0174445	-2.014324418	0.174260401	-11.559278	6.63E-31	1.11E-29
HMGB3P10	2.855645713	-2.344933242	0.203244129	-11.53752017	8.54E-31	1.42E-29
NTM	998.9129786	-2.114201457	0.183264543	-11.53633658	8.65E-31	1.43E-29
FRMD4B	1659.131096	-1.101815255	0.095518652	-11.53507958	8.78E-31	1.45E-29
KLF2	1461.078967	-1.741648348	0.15098987	-11.53486885	8.80E-31	1.46E-29
CD300LF	534.1641081	-1.779162132	0.154438078	-11.52022967	1.04E-30	1.73E-29
AC104237.2	3.053866396	-3.501719462	0.304036693	-11.51742388	1.08E-30	1.78E-29
SOCS2	1365.559883	-1.976507637	0.171880444	-11.49931658	1.33E-30	2.19E-29
PAPSS2	4671.604234	-1.483452991	0.129010466	-11.49870268	1.34E-30	2.20E-29
SEC14L1	4455.428679	-1.016974973	0.08848662	-11.49298026	1.43E-30	2.35E-29
FGF2	278.8047597	-2.005232636	0.174611263	-11.48398221	1.59E-30	2.60E-29
SLC27A3	1858.62427	-1.321175338	0.115087776	-11.47971906	1.67E-30	2.73E-29
SAMHD1	6777.65519	-1.196723214	0.104435315	-11.4589898	2.12E-30	3.45E-29
LPCAT3	1023.160121	-1.012573533	0.088418945	-11.45199749	2.30E-30	3.73E-29
WFDC1	315.435259	-1.855640007	0.162050606	-11.45099086	2.32E-30	3.77E-29
AL133355.1	250.8923741	-1.333278263	0.11649007	-11.44542418	2.48E-30	4.02E-29
KAT2B	1197.978219	-1.129836758	0.098719259	-11.44494771	2.49E-30	4.04E-29
APOBR	1003.636429	-1.626772007	0.14218952	-11.44087135	2.61E-30	4.23E-29
IL17D	77.71083195	-1.582168721	0.138540553	-11.42025698	3.31E-30	5.34E-29
UBASH3B	805.2480843	-1.624752111	0.142415165	-11.40856113	3.79E-30	6.08E-29
ZFP36	14801.1615	-1.826275041	0.16012802	-11.40509348	3.94E-30	6.31E-29
PTPRM	2946.539284	-1.400009515	0.12282727	-11.39819775	4.27E-30	6.83E-29
DAO	3.600192323	-2.457389543	0.215652151	-11.39515433	4.42E-30	7.06E-29
TMOD1	204.572417	-1.763408684	0.154863057	-11.38689055	4.86E-30	7.74E-29
NATD1	836.5584681	-1.195611658	0.105156202	-11.36986346	5.91E-30	9.38E-29
MME	1289.705491	-2.499219651	0.219959758	-11.36216765	6.45E-30	1.02E-28
LAMB2	9085.706926	-1.023731447	0.090113803	-11.36042885	6.58E-30	1.04E-28
ARRB1	3025.112505	-1.255604668	0.110620226	-11.35058851	7.37E-30	1.16E-28
AL357054.4	66.4192076	-1.732684286	0.152849214	-11.33590577	8.71E-30	1.37E-28
SLC24A4	74.54227282	-1.984142985	0.175049591	-11.33474789	8.83E-30	1.39E-28
CTDSPL	2794.770237	-1.037665488	0.091624731	-11.32516815	9.85E-30	1.54E-28
ACKR1	844.9919918	-2.379464567	0.210137822	-11.32335217	1.01E-29	1.58E-28
GUCY1A2	787.6944256	-1.920658495	0.169704228	-11.31768207	1.07E-29	1.68E-28
AL355304.1	4.842233866	-2.359041605	0.208460428	-11.31649602	1.09E-29	1.70E-28
ARID5A	1326.039173	-1.09669216	0.09691406	-11.31613062	1.09E-29	1.70E-28
ARHGAP44	1309.246104	-1.644616801	0.145352872	-11.31464952	1.11E-29	1.73E-28
ACACB	761.6179539	-1.327191041	0.11744215	-11.30080672	1.30E-29	2.02E-28
KRT79	17.97325021	-3.12783149	0.27679826	-11.30004031	1.31E-29	2.04E-28
TIMP3	677.3595411	-1.91011373	0.169341445	-11.27965887	1.65E-29	2.56E-28
C11orf96	1721.971839	-1.809038712	0.160487141	-11.27217234	1.80E-29	2.78E-28
FLVCR2	887.4088081	-1.296621861	0.115190841	-11.25629303	2.16E-29	3.31E-28
ADGRE5	6503.14259	-1.290454674	0.114657495	-11.25486538	2.19E-29	3.36E-28
AC027288.2	23.74130538	-3.0488297	0.270933898	-11.25303891	2.24E-29	3.43E-28
AC090559.1	96.19600172	-1.599878653	0.142247884	-11.2471174	2.39E-29	3.66E-28
ADTRP	296.5561694	-2.106184438	0.187350746	-11.24193248	2.54E-29	3.87E-28
HBG2	5.661743704	-2.487133454	0.221484774	-11.22936537	2.93E-29	4.45E-28
HSPB3	12.90485122	-2.537194872	0.225962711	-11.22837863	2.96E-29	4.50E-28
LINC01412	2.201641155	-2.233089695	0.198989164	-11.22216734	3.17E-29	4.81E-28
PREX1	2765.485541	-1.247897653	0.111207481	-11.22134629	3.20E-29	4.85E-28
EIF4E3	1507.73383	-1.100380652	0.098074644	-11.21982814	3.26E-29	4.93E-28
PMP22	3863.197618	-1.21483893	0.108308814	-11.21643642	3.39E-29	5.12E-28
TBX5	473.2460146	-1.497742509	0.133581662	-11.21218649	3.55E-29	5.36E-28
LMOD3	20.46656554	-1.475354315	0.131609307	-11.21010621	3.64E-29	5.49E-28
LILRB3	249.2624064	-1.382401778	0.123327486	-11.20919452	3.68E-29	5.54E-28
NFATC1	884.4435087	-1.157019534	0.103234612	-11.20767066	3.74E-29	5.63E-28
AC099850.1	30.79035044	-1.175608241	0.104896468	-11.20731955	3.75E-29	5.65E-28
ZCCHC24	1497.427633	-1.024735157	0.091464801	-11.20360127	3.91E-29	5.88E-28
AC004540.2	31.56515483	-1.996563517	0.178368854	-11.19345375	4.39E-29	6.57E-28
PALD1	889.8532105	-1.268906226	0.113393693	-11.19027168	4.55E-29	6.81E-28
AC069360.1	10.59148738	-2.220471849	0.198441993	-11.18952607	4.59E-29	6.86E-28
RETN	158.9534675	-2.960139781	0.264765698	-11.18022391	5.10E-29	7.61E-28
FAM124A	134.1655113	-1.36945999	0.122578772	-11.17208119	5.59E-29	8.33E-28
SBSPON	272.3308235	-2.269635048	0.203323843	-11.16266059	6.21E-29	9.23E-28
AC007182.1	4.831344198	-2.709211418	0.242715541	-11.16208465	6.25E-29	9.29E-28
SLC5A9	157.8051993	-2.536522651	0.227307055	-11.1590142	6.47E-29	9.60E-28
AC116407.1	134.462241	-1.990416251	0.178421853	-11.15567524	6.72E-29	9.95E-28
SLCO2A1	3878.657744	-1.798167672	0.161212137	-11.15404651	6.84E-29	1.01E-27
CETP	90.88445921	-1.282806928	0.115027286	-11.15219678	6.99E-29	1.03E-27
AFF3	511.0564363	-2.382706082	0.213655824	-11.15207646	7.00E-29	1.03E-27
HPCAL1	4183.525753	-1.099620768	0.098620698	-11.14999983	7.16E-29	1.06E-27
AP002761.3	25.66450761	-1.400558355	0.125637789	-11.1475884	7.36E-29	1.09E-27
PDE1B	255.8675522	-1.59412514	0.143084888	-11.14111466	7.91E-29	1.16E-27
AQP4	6807.77881	-2.968786605	0.266473783	-11.14100821	7.92E-29	1.17E-27
GATA1	11.61884477	-1.751839725	0.157488461	-11.12360685	9.63E-29	1.41E-27
TM6SF1	216.383536	-1.432905292	0.128822107	-11.12313189	9.68E-29	1.42E-27
PARAL1	63.85671755	-3.010247302	0.270719358	-11.11943868	1.01E-28	1.48E-27
AC112206.2	35.21648886	-2.661617417	0.23944807	-11.11563528	1.05E-28	1.54E-27
CASP17P	212.0451075	-1.463161776	0.131757965	-11.10492089	1.19E-28	1.73E-27
CCRL2	436.7770837	-1.547192817	0.139387148	-11.09996757	1.25E-28	1.83E-27
KL	259.70172	-2.308722519	0.208079448	-11.09538947	1.32E-28	1.92E-27
SLC15A3	2535.290937	-1.374117816	0.123858737	-11.09423406	1.34E-28	1.94E-27
NPR3	1187.62547	-1.801431135	0.162390755	-11.09318774	1.35E-28	1.97E-27
CD68	144.0834773	-1.614163434	0.145513272	-11.09289488	1.36E-28	1.97E-27
LINC01165	2.848740491	-2.483591525	0.223910911	-11.0918736	1.37E-28	1.99E-27
SRL	44.00781447	-1.825944078	0.164636845	-11.09073776	1.39E-28	2.02E-27
TNFSF13	1125.969262	-1.215119304	0.109583828	-11.08849116	1.43E-28	2.07E-27
CYGB	812.2185714	-1.220570453	0.110077526	-11.08828017	1.43E-28	2.07E-27
MYL3	23.04449563	-1.736413176	0.156667975	-11.08339583	1.51E-28	2.19E-27
CCIN	13.45313168	-1.98815695	0.179467287	-11.07810221	1.60E-28	2.32E-27
AC091305.1	3.488598301	-3.114726562	0.281190254	-11.07693639	1.62E-28	2.35E-27
AC004947.2	18.8409599	-2.301440949	0.207919525	-11.06890251	1.78E-28	2.56E-27
SELENOP	5671.559182	-1.664402467	0.150389849	-11.06725275	1.81E-28	2.60E-27
TLR4	1124.788082	-1.572396316	0.142156517	-11.06102166	1.94E-28	2.78E-27
HEMGN	3.558662512	-2.444968699	0.221107299	-11.05783801	2.01E-28	2.88E-27
FGF10	32.88500874	-2.936201327	0.265540073	-11.05746977	2.02E-28	2.89E-27
FLT4	1071.084828	-1.350648048	0.122229618	-11.0500881	2.19E-28	3.14E-27
SCIMP	460.4822996	-1.567055008	0.141824576	-11.04924864	2.21E-28	3.16E-27
Z82246.1	2.437791237	-3.473382597	0.314473419	-11.0450753	2.32E-28	3.31E-27
NIM1K	99.41257427	-2.253536951	0.204268247	-11.03224305	2.67E-28	3.80E-27
IL33	1733.529768	-2.066128189	0.187497494	-11.01949763	3.08E-28	4.37E-27
FAM241A	696.5470536	-1.119272698	0.101632484	-11.01294245	3.31E-28	4.69E-27
ATP1A2	147.5718373	-2.277166858	0.207002084	-11.00069535	3.79E-28	5.35E-27
N4BP2L1	725.7909239	-1.189534756	0.108217531	-10.99207078	4.17E-28	5.88E-27
CCDC152	102.5156347	-1.354729006	0.12335661	-10.98221661	4.65E-28	6.54E-27
AL356309.3	1.162516981	-2.572041303	0.234339361	-10.97571184	5.00E-28	7.01E-27
SCAI	736.4827867	-1.128411751	0.102837511	-10.97276409	5.17E-28	7.24E-27
MIR27A	3.390623179	-2.483175944	0.226323916	-10.97177879	5.22E-28	7.31E-27
AC008669.1	81.03914464	-1.4498839	0.13231997	-10.95740804	6.12E-28	8.54E-27
LINC02035	450.8647195	-1.034351942	0.094417885	-10.9550425	6.28E-28	8.76E-27
LINC01963	236.4227764	-1.218271384	0.111231314	-10.95259363	6.46E-28	9.00E-27
KCTD12	6743.54493	-1.324268388	0.120924073	-10.95123867	6.55E-28	9.13E-27
CCN1	10297.03797	-1.638070887	0.149605093	-10.94929894	6.70E-28	9.32E-27
AC107959.1	45.18834399	-1.196516936	0.109352603	-10.94182395	7.27E-28	1.01E-26
AC119424.1	4.11080973	-3.420630459	0.312769319	-10.93659208	7.70E-28	1.07E-26
PRSS35	44.3968831	-2.22778533	0.203874783	-10.92722355	8.54E-28	1.18E-26
ITIH5	1159.211566	-2.090650869	0.191357617	-10.92536009	8.72E-28	1.20E-26
CCDC54	2.942130714	-2.134751718	0.195419077	-10.92396788	8.85E-28	1.22E-26
SOCS3	8777.561527	-1.531681941	0.140448784	-10.90562623	1.08E-27	1.49E-26
CCN2	10688.74246	-1.608494615	0.147517447	-10.9037585	1.11E-27	1.52E-26
NES	2840.368925	-1.593275024	0.146148159	-10.9017796	1.13E-27	1.55E-26
EGR1	13250.25345	-1.873095105	0.171911791	-10.89567556	1.21E-27	1.65E-26
AC105001.1	8.144347334	-1.568369222	0.143968697	-10.89382107	1.23E-27	1.69E-26
CARD16	417.942735	-1.320496756	0.121221648	-10.89324203	1.24E-27	1.70E-26
CYP3A7	35.14753568	-2.047939249	0.188072329	-10.88910451	1.30E-27	1.78E-26
WWTR1	4540.066038	-1.031815149	0.094768876	-10.88770062	1.32E-27	1.80E-26
LINC00092	36.61127667	-1.847886762	0.16988013	-10.87759211	1.47E-27	2.01E-26
AL357146.1	2.261534361	-2.836026835	0.260824048	-10.87333341	1.54E-27	2.10E-26
VASH1	1304.076129	-1.105445664	0.101784238	-10.86067627	1.77E-27	2.41E-26
C12orf49	5007.093295	-1.05512347	0.097161854	-10.85944155	1.80E-27	2.44E-26
AC048382.5	7.082754734	-1.228575632	0.113191127	-10.85399239	1.91E-27	2.59E-26
RNU6-917P	1.16061285	-2.490161576	0.229436135	-10.85339753	1.92E-27	2.60E-26
KLF17	8.369970415	-1.94068582	0.178818725	-10.85281096	1.93E-27	2.62E-26
BTK	760.8267745	-1.399609848	0.129047663	-10.84568151	2.09E-27	2.82E-26
ATP2B1-AS1	70.16593771	-1.22950481	0.113420517	-10.84023281	2.22E-27	2.99E-26
C1orf115	1319.232247	-1.600384444	0.147767392	-10.83043032	2.47E-27	3.32E-26
LPXN	1270.800907	-1.11020276	0.102611101	-10.81951906	2.78E-27	3.73E-26
EFEMP1	6440.262226	-1.601247563	0.148031912	-10.81690793	2.86E-27	3.83E-26
PLCE1	982.7718637	-1.382074967	0.127770494	-10.81685548	2.86E-27	3.83E-26
LINC01645	5.904599929	-2.684911084	0.248262172	-10.81482155	2.93E-27	3.91E-26
AC009962.1	23.45029194	-1.457634204	0.13481043	-10.8124735	3.00E-27	4.01E-26
AC114947.2	22.58974179	-1.788499563	0.165422912	-10.81167981	3.03E-27	4.04E-26
SERTAD1	1366.696985	-1.248439642	0.115480252	-10.81084962	3.06E-27	4.08E-26
PRKCQ	276.4249524	-1.588666673	0.146977011	-10.80894663	3.12E-27	4.16E-26
AL118508.3	6.596974609	-1.917842074	0.177433656	-10.80878404	3.13E-27	4.17E-26
AC092384.1	3.924737068	-1.883723616	0.174291382	-10.8078988	3.16E-27	4.20E-26
SECISBP2L	4340.399337	-1.375251144	0.127248228	-10.80762512	3.17E-27	4.22E-26
PGM5	600.4295538	-1.878018522	0.173864386	-10.80162857	3.38E-27	4.49E-26
FCGR3B	174.5059072	-2.357419742	0.218464919	-10.79083888	3.80E-27	5.03E-26
C5orf64	3.318406422	-2.065694916	0.191596921	-10.78146198	4.21E-27	5.56E-26
CAMP	38.52459927	-2.660161113	0.246781528	-10.77941747	4.31E-27	5.68E-26
PHOSPHO1	45.76964	-1.677880852	0.155703479	-10.77612948	4.46E-27	5.88E-26
ANKRD29	1107.084671	-2.166882647	0.201099949	-10.77515262	4.51E-27	5.94E-26
GGTA1P	468.140506	-1.382911013	0.128435654	-10.76734516	4.91E-27	6.45E-26
DCSTAMP	119.7441928	-2.206686542	0.204976161	-10.76557651	5.00E-27	6.57E-26
AC015726.1	39.35271164	-1.286900913	0.119542993	-10.76517223	5.03E-27	6.60E-26
LEPR	1262.085747	-1.851477991	0.1720038	-10.76416909	5.08E-27	6.67E-26
AC004921.1	22.29869797	-1.544582419	0.143556625	-10.75939489	5.35E-27	7.01E-26
FOLR3	49.20624261	-3.299458416	0.306741374	-10.75648313	5.52E-27	7.22E-26
ST13P20	1.9527311	-2.74960917	0.255859489	-10.74655928	6.15E-27	8.02E-26
VWFP1	28.17952657	-2.273904752	0.211672675	-10.74255214	6.42E-27	8.37E-26
AC013553.3	12.10679599	-1.60853678	0.149905805	-10.73031682	7.33E-27	9.55E-26
AC044810.2	11.14295762	-3.187815471	0.297117958	-10.72912419	7.43E-27	9.66E-26
HK3	905.5330085	-1.791902982	0.167085853	-10.72444462	7.82E-27	1.01E-25
PRICKLE1	319.3260332	-1.465774359	0.136965372	-10.70178786	9.98E-27	1.29E-25
ARMH2	5.083766787	-3.505251809	0.327548494	-10.70147434	1.00E-26	1.29E-25
NDRG2	2246.162701	-1.50194068	0.140361209	-10.70053962	1.01E-26	1.31E-25
AC064805.1	6.852998742	-1.840328513	0.172000167	-10.69957401	1.02E-26	1.32E-25
LINC02817	2.911506125	-2.581481984	0.241520451	-10.68846128	1.15E-26	1.48E-25
ABCA3	15699.67784	-2.121027991	0.198538982	-10.68318154	1.22E-26	1.57E-25
GATA6	855.3887822	-1.7533484	0.164226142	-10.67642691	1.31E-26	1.68E-25
PODXL	4140.957617	-1.09744908	0.10286673	-10.66864941	1.43E-26	1.83E-25
LIFR	3971.092213	-1.603369047	0.15032889	-10.66574124	1.47E-26	1.88E-25
NEDD9	8475.787064	-1.576191877	0.147796631	-10.66459947	1.49E-26	1.90E-25
CAV3	7.765305867	-3.048818517	0.28620881	-10.65242722	1.70E-26	2.16E-25
STAC	457.6399528	-2.083880311	0.195652752	-10.65091232	1.73E-26	2.20E-25
HVCN1	472.5535293	-1.101323446	0.103403589	-10.65072742	1.73E-26	2.20E-25
P2RY14	210.5224232	-1.460359784	0.137230287	-10.6416726	1.91E-26	2.42E-25
FABP5	928.2548939	-1.824182103	0.171418774	-10.64167044	1.91E-26	2.42E-25
GPR182	20.47241159	-1.589244951	0.149371452	-10.63954948	1.95E-26	2.47E-25
LINC01985	2.239199601	-2.645832122	0.248755555	-10.6362735	2.02E-26	2.56E-25
HECW2	1238.744844	-1.322141133	0.124330691	-10.63406887	2.07E-26	2.62E-25
SIRPA	3094.516615	-1.266508102	0.119176967	-10.62712142	2.23E-26	2.82E-25
RASSF2	1925.016504	-1.235439677	0.116394035	-10.61428686	2.56E-26	3.22E-25
OVCH2	21.83664747	-2.955487646	0.278588719	-10.60878437	2.71E-26	3.41E-25
PCOLCE2	478.801678	-2.360929855	0.222683096	-10.60219612	2.91E-26	3.65E-25
MAP3K8	1044.890398	-1.141039483	0.107707729	-10.59384959	3.18E-26	3.98E-25
AC138356.1	8.855882044	-1.260716097	0.119032844	-10.59132972	3.27E-26	4.09E-25
ZNF365	131.4969589	-1.85199847	0.175002942	-10.58267048	3.59E-26	4.48E-25
AC093510.2	5.753281265	-1.680201593	0.158796867	-10.58082334	3.66E-26	4.56E-25
FGD3	814.0058373	-1.182026331	0.111768083	-10.57570555	3.86E-26	4.81E-25
CHRDL1	1308.846545	-2.291587407	0.21681117	-10.56950807	4.13E-26	5.14E-25
CACNA1S	12.39014649	-3.337585292	0.315871254	-10.56628372	4.27E-26	5.31E-25
APOL3	1947.730508	-1.331081943	0.125980867	-10.56574679	4.30E-26	5.34E-25
TOX2	400.2214963	-1.562251951	0.147862747	-10.56555477	4.30E-26	5.35E-25
TSPAN12	2294.587836	-1.300768481	0.123202771	-10.55794827	4.67E-26	5.78E-25
AC244153.1	50.55115228	-2.485876626	0.235459959	-10.55753442	4.69E-26	5.80E-25
LRRC8C	1056.203628	-1.119496747	0.10611879	-10.54946765	5.11E-26	6.31E-25
AC243960.3	15.70347144	-1.579391134	0.149736103	-10.54783115	5.20E-26	6.41E-25
AC105384.1	5.297306065	-2.063883509	0.195694461	-10.54645846	5.27E-26	6.50E-25
PPP5D1	21.79933154	-1.178095406	0.111705834	-10.54640897	5.28E-26	6.50E-25
LINC02785	8.439215619	-2.049542102	0.194345075	-10.54589165	5.31E-26	6.53E-25
PPFIBP1	2456.401595	-1.125966503	0.106795498	-10.54320193	5.46E-26	6.72E-25
PPARGC1B	307.618908	-1.41236952	0.133998178	-10.54021435	5.64E-26	6.93E-25
LINC00211	3.260050703	-2.298681886	0.218227116	-10.53343841	6.06E-26	7.44E-25
TLR8	451.966749	-1.798104679	0.170750966	-10.53056814	6.25E-26	7.66E-25
OR8T1P	4.581601174	-1.588345237	0.151170468	-10.50698104	8.02E-26	9.78E-25
AC005180.2	6.367928511	-1.910573397	0.181880137	-10.50457419	8.23E-26	1.00E-24
AC026992.1	7.860209449	-2.348224252	0.223682691	-10.49801501	8.82E-26	1.07E-24
PAX6	85.03274421	-1.344617642	0.128100721	-10.49656574	8.96E-26	1.09E-24
EPB41L4A-DT	41.5187659	-1.237672419	0.11796712	-10.49167279	9.43E-26	1.14E-24
SEMA6D	372.5694684	-2.053378914	0.195798639	-10.48719708	9.89E-26	1.20E-24
VIM	38823.30306	-1.204216187	0.11485418	-10.4847398	1.02E-25	1.23E-24
ETS1	5789.006	-1.186267232	0.113160158	-10.48308214	1.03E-25	1.25E-24
RTN1	392.42073	-1.62004392	0.154691367	-10.47274938	1.15E-25	1.39E-24
NR4A3	943.090581	-2.255737764	0.215673061	-10.45906127	1.33E-25	1.60E-24
SRPX	515.7171548	-1.788174044	0.171019422	-10.45597055	1.38E-25	1.65E-24
SGMS2	4000.54367	-1.334706765	0.127711618	-10.45094245	1.45E-25	1.74E-24
CD33	322.6087015	-1.455502845	0.139291692	-10.44931556	1.48E-25	1.76E-24
LINC02202	15.49290822	-1.353054258	0.129580252	-10.44182457	1.60E-25	1.91E-24
AKAP7	282.8666452	-1.101648465	0.10552575	-10.43961747	1.63E-25	1.95E-24
RPGR	509.6666448	-1.036003362	0.099250037	-10.43831718	1.66E-25	1.97E-24
PREX2	524.810287	-1.798213688	0.1723751	-10.43198053	1.77E-25	2.11E-24
ID4	1061.182666	-1.85907133	0.178223351	-10.43113216	1.79E-25	2.13E-24
LIPN	10.02106902	-2.512163411	0.240894238	-10.42849106	1.84E-25	2.18E-24
EHD2	8086.656515	-1.2976172	0.124549088	-10.41852031	2.04E-25	2.42E-24
SHC3	547.4272797	-1.833561911	0.176336273	-10.39809836	2.53E-25	2.99E-24
APBB2	2033.790148	-1.01851945	0.097988033	-10.39432486	2.63E-25	3.10E-24
THEMIS2	2490.049791	-1.107776825	0.106624276	-10.38953668	2.77E-25	3.26E-24
AC008897.3	5.759265174	-1.666514462	0.160584187	-10.37782419	3.13E-25	3.68E-24
VWC2	10.76446987	-2.50379607	0.241610064	-10.36296264	3.65E-25	4.29E-24
AL645922.1	1.917864231	-2.334614407	0.225296087	-10.36242767	3.68E-25	4.31E-24
PIK3IP1	2839.823691	-1.026931762	0.099111004	-10.36143034	3.71E-25	4.36E-24
