ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0050764	regulation of phagocytosis	2/29	102/18805	0.0196078431372549	12.7146720757268	4.66226727628061	0.0107521866444435	0.0896333837491103	0.0599750099341252	ALOX15/BTK	2
BP	GO:0046651	lymphocyte proliferation	3/29	300/18805	0.01	6.48448275862069	3.76334765635514	0.0108085045003234	0.0896333837491103	0.0599750099341252	AGER/BTK/IL1A	3
BP	GO:0070167	regulation of biomineral tissue development	2/29	103/18805	0.0194174757281553	12.5912286575159	4.63582081423662	0.0109546904904351	0.0902013876552846	0.0603550696673467	GATA1/TFAP2A	2
BP	GO:0032637	interleukin-8 production	2/29	105/18805	0.019047619047619	12.3513957307061	4.58401143608656	0.0113647631993482	0.0916284032947447	0.0613099067333257	CAMP/CHI3L1	2
BP	GO:0032677	regulation of interleukin-8 production	2/29	105/18805	0.019047619047619	12.3513957307061	4.58401143608656	0.0113647631993482	0.0916284032947447	0.0613099067333257	CAMP/CHI3L1	2
BP	GO:0042102	positive regulation of T cell proliferation	2/29	105/18805	0.019047619047619	12.3513957307061	4.58401143608656	0.0113647631993482	0.0916284032947447	0.0613099067333257	AGER/IL1A	2
BP	GO:0032943	mononuclear cell proliferation	3/29	308/18805	0.00974025974025974	6.31605463502015	3.69689169509175	0.0116036770451528	0.0929094417201542	0.0621670683072431	AGER/BTK/IL1A	3
BP	GO:0019395	fatty acid oxidation	2/29	107/18805	0.0186915887850467	12.1205285207863	4.53359083113212	0.0117815538677829	0.0930502315679995	0.062261272856597	ALOX15/CNR1	2
BP	GO:1990266	neutrophil migration	2/29	107/18805	0.0186915887850467	12.1205285207863	4.53359083113212	0.0117815538677829	0.0930502315679995	0.062261272856597	IL1A/PECAM1	2
BP	GO:0050829	defense response to Gram-negative bacterium	2/29	108/18805	0.0185185185185185	12.0083014048531	4.50888135482172	0.0119924552058318	0.0940759492835856	0.062947595603868	CAMP/CTSG	2
BP	GO:0019217	regulation of fatty acid metabolic process	2/29	109/18805	0.018348623853211	11.8981335020563	4.4844956274254	0.012205020179266	0.0951008619337441	0.0636333796700695	BRCA1/CNR1	2
BP	GO:0034440	lipid oxidation	2/29	114/18805	0.0175438596491228	11.3762855414398	4.36717558426744	0.0132926158289831	0.10127538690431	0.0677648447666538	ALOX15/CNR1	2
BP	GO:0045833	negative regulation of lipid metabolic process	2/29	116/18805	0.0172413793103448	11.1801426872771	4.3222751472313	0.0137391162610851	0.10127538690431	0.0677648447666538	BRCA1/CNR1	2
BP	GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	2/29	116/18805	0.0172413793103448	11.1801426872771	4.3222751472313	0.0137391162610851	0.10127538690431	0.0677648447666538	GATA1/PECAM1	2
BP	GO:0070555	response to interleukin-1	2/29	116/18805	0.0172413793103448	11.1801426872771	4.3222751472313	0.0137391162610851	0.10127538690431	0.0677648447666538	CAMP/CHI3L1	2
BP	GO:0050890	cognition	3/29	329/18805	0.00911854103343465	5.91290221150823	3.53308978346876	0.0138494180949841	0.10127538690431	0.0677648447666538	AGER/CNR1/RASGRF1	3
BP	GO:0051336	regulation of hydrolase activity	3/29	334/18805	0.00898203592814371	5.82438571133595	3.49617073894462	0.0144182533389326	0.10127538690431	0.0677648447666538	AGER/RASGRF1/SERPINH1	3
BP	GO:0031640	killing of cells of another organism	2/29	119/18805	0.0168067226890756	10.898290350623	4.25694539455304	0.0144210179629492	0.10127538690431	0.0677648447666538	CAMP/CTSG	2
BP	GO:0141061	disruption of cell in another organism	2/29	119/18805	0.0168067226890756	10.898290350623	4.25694539455304	0.0144210179629492	0.10127538690431	0.0677648447666538	CAMP/CTSG	2
BP	GO:0051092	positive regulation of NF-kappaB transcription factor activity	2/29	120/18805	0.0166666666666667	10.8074712643678	4.23568542143115	0.0146515381587569	0.10127538690431	0.0677648447666538	AGER/BTK	2
BP	GO:0022409	positive regulation of cell-cell adhesion	3/29	337/18805	0.00890207715133531	5.7725365803745	3.47437639096549	0.0147659009155241	0.10127538690431	0.0677648447666538	AGER/CTSG/IL1A	3
BP	GO:0051251	positive regulation of lymphocyte activation	3/29	337/18805	0.00890207715133531	5.7725365803745	3.47437639096549	0.0147659009155241	0.10127538690431	0.0677648447666538	AGER/BTK/IL1A	3
BP	GO:0007088	regulation of mitotic nuclear division	2/29	121/18805	0.0165289256198347	10.7181533200342	4.21467493321042	0.0148836595960333	0.10127538690431	0.0677648447666538	IL1A/MKI67	2
BP	GO:0001820	serotonin secretion	1/29	10/18805	0.1	64.8448275862069	7.93646554879761	0.0153184907906031	0.10127538690431	0.0677648447666538	CNR1	1
BP	GO:0002883	regulation of hypersensitivity	1/29	10/18805	0.1	64.8448275862069	7.93646554879761	0.0153184907906031	0.10127538690431	0.0677648447666538	BTK	1
BP	GO:0006646	phosphatidylethanolamine biosynthetic process	1/29	10/18805	0.1	64.8448275862069	7.93646554879761	0.0153184907906031	0.10127538690431	0.0677648447666538	ALOX15	1
BP	GO:0007250	activation of NF-kappaB-inducing kinase activity	1/29	10/18805	0.1	64.8448275862069	7.93646554879761	0.0153184907906031	0.10127538690431	0.0677648447666538	CHI3L1	1
BP	GO:0009757	hexose mediated signaling	1/29	10/18805	0.1	64.8448275862069	7.93646554879761	0.0153184907906031	0.10127538690431	0.0677648447666538	AGER	1
BP	GO:0010182	sugar mediated signaling pathway	1/29	10/18805	0.1	64.8448275862069	7.93646554879761	0.0153184907906031	0.10127538690431	0.0677648447666538	AGER	1
BP	GO:0010255	glucose mediated signaling pathway	1/29	10/18805	0.1	64.8448275862069	7.93646554879761	0.0153184907906031	0.10127538690431	0.0677648447666538	AGER	1
BP	GO:0019835	cytolysis	1/29	10/18805	0.1	64.8448275862069	7.93646554879761	0.0153184907906031	0.10127538690431	0.0677648447666538	CAMP	1
BP	GO:0031652	positive regulation of heat generation	1/29	10/18805	0.1	64.8448275862069	7.93646554879761	0.0153184907906031	0.10127538690431	0.0677648447666538	CNR1	1
BP	GO:0033004	negative regulation of mast cell activation	1/29	10/18805	0.1	64.8448275862069	7.93646554879761	0.0153184907906031	0.10127538690431	0.0677648447666538	CNR1	1
BP	GO:0071372	cellular response to follicle-stimulating hormone stimulus	1/29	10/18805	0.1	64.8448275862069	7.93646554879761	0.0153184907906031	0.10127538690431	0.0677648447666538	GATA1	1
BP	GO:0098917	retrograde trans-synaptic signaling	1/29	10/18805	0.1	64.8448275862069	7.93646554879761	0.0153184907906031	0.10127538690431	0.0677648447666538	CNR1	1
BP	GO:0110025	DNA strand resection involved in replication fork processing	1/29	10/18805	0.1	64.8448275862069	7.93646554879761	0.0153184907906031	0.10127538690431	0.0677648447666538	BRCA1	1
BP	GO:1901072	glucosamine-containing compound catabolic process	1/29	10/18805	0.1	64.8448275862069	7.93646554879761	0.0153184907906031	0.10127538690431	0.0677648447666538	CHI3L1	1
BP	GO:0141060	disruption of anatomical structure in another organism	2/29	123/18805	0.016260162601626	10.5438744042613	4.17338229441898	0.015352685697811	0.10127538690431	0.0677648447666538	CAMP/CTSG	2
BP	GO:0019216	regulation of lipid metabolic process	3/29	343/18805	0.0087463556851312	5.67155926409973	3.43156422360151	0.015475518268456	0.101508907964279	0.0679210971282816	BRCA1/CNR1/IL1A	3
BP	GO:0070661	leukocyte proliferation	3/29	344/18805	0.00872093023255814	5.65507217321572	3.42452712729945	0.0155956481447558	0.101722176944166	0.068063798526492	AGER/BTK/IL1A	3
BP	GO:0010038	response to metal ion	3/29	347/18805	0.00864553314121038	5.60618105932625	3.40358031854597	0.0159592329701726	0.102887932872088	0.0688438228927881	ALOX15/IL1A/TFAP2A	3
BP	GO:0062012	regulation of small molecule metabolic process	3/29	347/18805	0.00864553314121038	5.60618105932625	3.40358031854597	0.0159592329701726	0.102887932872088	0.0688438228927881	BRCA1/CNR1/MST1	3
BP	GO:0030278	regulation of ossification	2/29	128/18805	0.015625	10.1320043103448	4.07417908666933	0.0165529151350041	0.102887932872088	0.0688438228927881	GATA1/TFAP2A	2
BP	GO:0007613	memory	2/29	129/18805	0.0155038759689922	10.0534616412724	4.05499357381379	0.0167976628556213	0.102887932872088	0.0688438228927881	CNR1/RASGRF1	2
BP	GO:0001821	histamine secretion	1/29	11/18805	0.0909090909090909	58.9498432601881	7.55547162458498	0.0168378184717456	0.102887932872088	0.0688438228927881	BTK	1
BP	GO:0019372	lipoxygenase pathway	1/29	11/18805	0.0909090909090909	58.9498432601881	7.55547162458498	0.0168378184717456	0.102887932872088	0.0688438228927881	ALOX15	1
BP	GO:0021603	cranial nerve formation	1/29	11/18805	0.0909090909090909	58.9498432601881	7.55547162458498	0.0168378184717456	0.102887932872088	0.0688438228927881	TFAP2A	1
BP	GO:0043652	engulfment of apoptotic cell	1/29	11/18805	0.0909090909090909	58.9498432601881	7.55547162458498	0.0168378184717456	0.102887932872088	0.0688438228927881	ALOX15	1
BP	GO:0051256	mitotic spindle midzone assembly	1/29	11/18805	0.0909090909090909	58.9498432601881	7.55547162458498	0.0168378184717456	0.102887932872088	0.0688438228927881	KIF23	1
BP	GO:0051838	cytolysis by host of symbiont cells	1/29	11/18805	0.0909090909090909	58.9498432601881	7.55547162458498	0.0168378184717456	0.102887932872088	0.0688438228927881	CAMP	1
BP	GO:0060900	embryonic camera-type eye formation	1/29	11/18805	0.0909090909090909	58.9498432601881	7.55547162458498	0.0168378184717456	0.102887932872088	0.0688438228927881	TFAP2A	1
BP	GO:0070934	CRD-mediated mRNA stabilization	1/29	11/18805	0.0909090909090909	58.9498432601881	7.55547162458498	0.0168378184717456	0.102887932872088	0.0688438228927881	IGF2BP3	1
BP	GO:0050830	defense response to Gram-positive bacterium	2/29	131/18805	0.0152671755725191	9.89997367728349	4.01724459103305	0.0172918197507275	0.104070724608617	0.0696352461681484	CAMP/CTSG	2
BP	GO:0038061	non-canonical NF-kappaB signal transduction	2/29	133/18805	0.0150375939849624	9.75110189266269	3.98029923911958	0.0177921584498164	0.104070724608617	0.0696352461681484	AGER/CHI3L1	2
BP	GO:0046683	response to organophosphorus	2/29	135/18805	0.0148148148148148	9.6066411238825	3.94412800643583	0.0182986389433324	0.104070724608617	0.0696352461681484	DUOX1/GATA1	2
BP	GO:0000022	mitotic spindle elongation	1/29	12/18805	0.0833333333333333	54.0373563218391	7.22265742217055	0.018354882602017	0.104070724608617	0.0696352461681484	KIF23	1
BP	GO:0009756	carbohydrate mediated signaling	1/29	12/18805	0.0833333333333333	54.0373563218391	7.22265742217055	0.018354882602017	0.104070724608617	0.0696352461681484	AGER	1
BP	GO:0010826	negative regulation of centrosome duplication	1/29	12/18805	0.0833333333333333	54.0373563218391	7.22265742217055	0.018354882602017	0.104070724608617	0.0696352461681484	BRCA1	1
BP	GO:0019732	antifungal humoral response	1/29	12/18805	0.0833333333333333	54.0373563218391	7.22265742217055	0.018354882602017	0.104070724608617	0.0696352461681484	CAMP	1
BP	GO:0033604	negative regulation of catecholamine secretion	1/29	12/18805	0.0833333333333333	54.0373563218391	7.22265742217055	0.018354882602017	0.104070724608617	0.0696352461681484	CNR1	1
BP	GO:0046606	negative regulation of centrosome cycle	1/29	12/18805	0.0833333333333333	54.0373563218391	7.22265742217055	0.018354882602017	0.104070724608617	0.0696352461681484	BRCA1	1
BP	GO:0070944	neutrophil-mediated killing of bacterium	1/29	12/18805	0.0833333333333333	54.0373563218391	7.22265742217055	0.018354882602017	0.104070724608617	0.0696352461681484	CTSG	1
BP	GO:0098976	excitatory chemical synaptic transmission	1/29	12/18805	0.0833333333333333	54.0373563218391	7.22265742217055	0.018354882602017	0.104070724608617	0.0696352461681484	PVALB	1
BP	GO:0002696	positive regulation of leukocyte activation	3/29	372/18805	0.00806451612903226	5.22942157953281	3.23800128779728	0.0191763779610456	0.104070724608617	0.0696352461681484	AGER/BTK/IL1A	3
BP	GO:0046328	regulation of JNK cascade	2/29	139/18805	0.0143884892086331	9.33019101959811	3.87399728145138	0.0193298661397315	0.104070724608617	0.0696352461681484	AGER/IL1A	2
BP	GO:0030168	platelet activation	2/29	140/18805	0.0142857142857143	9.26354679802956	3.85690634742271	0.0195914495242726	0.104070724608617	0.0696352461681484	CTSG/GATA1	2
BP	GO:0010944	negative regulation of transcription by competitive promoter binding	1/29	13/18805	0.0769230769230769	49.8806366047745	6.92858596182566	0.019869686433472	0.104070724608617	0.0696352461681484	TFAP2A	1
BP	GO:0021559	trigeminal nerve development	1/29	13/18805	0.0769230769230769	49.8806366047745	6.92858596182566	0.019869686433472	0.104070724608617	0.0696352461681484	TFAP2A	1
BP	GO:0031650	regulation of heat generation	1/29	13/18805	0.0769230769230769	49.8806366047745	6.92858596182566	0.019869686433472	0.104070724608617	0.0696352461681484	CNR1	1
BP	GO:0032494	response to peptidoglycan	1/29	13/18805	0.0769230769230769	49.8806366047745	6.92858596182566	0.019869686433472	0.104070724608617	0.0696352461681484	CAMP	1
BP	GO:0033083	regulation of immature T cell proliferation	1/29	13/18805	0.0769230769230769	49.8806366047745	6.92858596182566	0.019869686433472	0.104070724608617	0.0696352461681484	IL1A	1
BP	GO:0033084	regulation of immature T cell proliferation in thymus	1/29	13/18805	0.0769230769230769	49.8806366047745	6.92858596182566	0.019869686433472	0.104070724608617	0.0696352461681484	IL1A	1
BP	GO:0033690	positive regulation of osteoblast proliferation	1/29	13/18805	0.0769230769230769	49.8806366047745	6.92858596182566	0.019869686433472	0.104070724608617	0.0696352461681484	GATA1	1
BP	GO:0061029	eyelid development in camera-type eye	1/29	13/18805	0.0769230769230769	49.8806366047745	6.92858596182566	0.019869686433472	0.104070724608617	0.0696352461681484	TFAP2A	1
BP	GO:0070170	regulation of tooth mineralization	1/29	13/18805	0.0769230769230769	49.8806366047745	6.92858596182566	0.019869686433472	0.104070724608617	0.0696352461681484	TFAP2A	1
BP	GO:0098814	spontaneous synaptic transmission	1/29	13/18805	0.0769230769230769	49.8806366047745	6.92858596182566	0.019869686433472	0.104070724608617	0.0696352461681484	AGER	1
BP	GO:1901731	positive regulation of platelet aggregation	1/29	13/18805	0.0769230769230769	49.8806366047745	6.92858596182566	0.019869686433472	0.104070724608617	0.0696352461681484	CTSG	1
BP	GO:0010565	regulation of ketone metabolic process	2/29	142/18805	0.0140845070422535	9.13307430791646	3.8232330018659	0.0201191137148767	0.104070724608617	0.0696352461681484	BRCA1/CNR1	2
BP	GO:0000086	G2/M transition of mitotic cell cycle	2/29	143/18805	0.013986013986014	9.06920665541355	3.80664472717022	0.0203851847119383	0.104070724608617	0.0696352461681484	BRCA1/MELK	2
BP	GO:0010212	response to ionizing radiation	2/29	143/18805	0.013986013986014	9.06920665541355	3.80664472717022	0.0203851847119383	0.104070724608617	0.0696352461681484	BRCA1/IL1A	2
BP	GO:0001878	response to yeast	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	CAMP	1
BP	GO:0003413	chondrocyte differentiation involved in endochondral bone morphogenesis	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	SERPINH1	1
BP	GO:0032308	positive regulation of prostaglandin secretion	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	IL1A	1
BP	GO:0033079	immature T cell proliferation	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	IL1A	1
BP	GO:0033080	immature T cell proliferation in thymus	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	IL1A	1
BP	GO:0034116	positive regulation of heterotypic cell-cell adhesion	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	AGER	1
BP	GO:0043306	positive regulation of mast cell degranulation	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	GATA1	1
BP	GO:0046322	negative regulation of fatty acid oxidation	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	CNR1	1
BP	GO:0046348	amino sugar catabolic process	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	CHI3L1	1
BP	GO:0051231	spindle elongation	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	KIF23	1
BP	GO:0051255	spindle midzone assembly	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	KIF23	1
BP	GO:0051608	histamine transport	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	BTK	1
BP	GO:0060816	random inactivation of X chromosome	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	BRCA1	1
BP	GO:0070943	neutrophil-mediated killing of symbiont cell	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	CTSG	1
BP	GO:0071639	positive regulation of monocyte chemotactic protein-1 production	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	AGER	1
BP	GO:0072672	neutrophil extravasation	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	PECAM1	1
BP	GO:1900272	negative regulation of long-term synaptic potentiation	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	AGER	1
BP	GO:2001198	regulation of dendritic cell differentiation	1/29	14/18805	0.0714285714285714	46.3177339901478	6.66622302489101	0.0213822332136679	0.104070724608617	0.0696352461681484	AGER	1
BP	GO:0051783	regulation of nuclear division	2/29	147/18805	0.0136054421768707	8.82242552193291	3.7418824640794	0.021464280769737	0.104070724608617	0.0696352461681484	IL1A/MKI67	2
BP	GO:0050867	positive regulation of cell activation	3/29	392/18805	0.0076530612244898	4.96261435608726	3.11591173936683	0.021992342622585	0.104070724608617	0.0696352461681484	AGER/BTK/IL1A	3
BP	GO:0034614	cellular response to reactive oxygen species	2/29	149/18805	0.0134228187919463	8.70400370284656	3.71041880551806	0.0220126480087583	0.104070724608617	0.0696352461681484	BTK/TRPA1	2
BP	GO:0097530	granulocyte migration	2/29	149/18805	0.0134228187919463	8.70400370284656	3.71041880551806	0.0220126480087583	0.104070724608617	0.0696352461681484	IL1A/PECAM1	2
BP	GO:0030522	intracellular receptor signaling pathway	3/29	393/18805	0.00763358778625954	4.94998683864175	3.11002601990142	0.0221388173181724	0.104070724608617	0.0696352461681484	ALOX15/BRCA1/BTK	3
BP	GO:0014074	response to purine-containing compound	2/29	150/18805	0.0133333333333333	8.64597701149425	3.69490751820552	0.0222890194967823	0.104070724608617	0.0696352461681484	DUOX1/GATA1	2
BP	GO:0050863	regulation of T cell activation	3/29	395/18805	0.00759493670886076	4.92492361414229	3.0983141076506	0.0224333907818497	0.104070724608617	0.0696352461681484	AGER/CTSG/IL1A	3
BP	GO:1903037	regulation of leukocyte cell-cell adhesion	3/29	395/18805	0.00759493670886076	4.92492361414229	3.0983141076506	0.0224333907818497	0.104070724608617	0.0696352461681484	AGER/CTSG/IL1A	3
BP	GO:0002687	positive regulation of leukocyte migration	2/29	152/18805	0.0131578947368421	8.53221415607985	3.66431406995919	0.0228461141367158	0.104070724608617	0.0696352461681484	AGER/IL1A	2
BP	GO:0008584	male gonad development	2/29	152/18805	0.0131578947368421	8.53221415607985	3.66431406995919	0.0228461141367158	0.104070724608617	0.0696352461681484	GATA1/IL1A	2
BP	GO:0032306	regulation of prostaglandin secretion	1/29	15/18805	0.0666666666666667	43.2298850574713	6.43020354820325	0.022892526185665	0.104070724608617	0.0696352461681484	IL1A	1
BP	GO:0033147	negative regulation of intracellular estrogen receptor signaling pathway	1/29	15/18805	0.0666666666666667	43.2298850574713	6.43020354820325	0.022892526185665	0.104070724608617	0.0696352461681484	BRCA1	1
BP	GO:0044027	negative regulation of gene expression via chromosomal CpG island methylation	1/29	15/18805	0.0666666666666667	43.2298850574713	6.43020354820325	0.022892526185665	0.104070724608617	0.0696352461681484	BRCA1	1
BP	GO:0050930	induction of positive chemotaxis	1/29	15/18805	0.0666666666666667	43.2298850574713	6.43020354820325	0.022892526185665	0.104070724608617	0.0696352461681484	AGER	1
BP	GO:0050966	detection of mechanical stimulus involved in sensory perception of pain	1/29	15/18805	0.0666666666666667	43.2298850574713	6.43020354820325	0.022892526185665	0.104070724608617	0.0696352461681484	TRPA1	1
BP	GO:0060099	regulation of phagocytosis, engulfment	1/29	15/18805	0.0666666666666667	43.2298850574713	6.43020354820325	0.022892526185665	0.104070724608617	0.0696352461681484	ALOX15	1
BP	GO:1900452	regulation of long-term synaptic depression	1/29	15/18805	0.0666666666666667	43.2298850574713	6.43020354820325	0.022892526185665	0.104070724608617	0.0696352461681484	AGER	1
BP	GO:1905153	regulation of membrane invagination	1/29	15/18805	0.0666666666666667	43.2298850574713	6.43020354820325	0.022892526185665	0.104070724608617	0.0696352461681484	ALOX15	1
BP	GO:1905203	regulation of connective tissue replacement	1/29	15/18805	0.0666666666666667	43.2298850574713	6.43020354820325	0.022892526185665	0.104070724608617	0.0696352461681484	AGER	1
BP	GO:2001233	regulation of apoptotic signaling pathway	3/29	399/18805	0.0075187969924812	4.87555094633135	3.07512498033063	0.023029035916534	0.104070724608617	0.0696352461681484	BRCA1/GATA1/IL1A	3
BP	GO:0001909	leukocyte mediated cytotoxicity	2/29	153/18805	0.0130718954248366	8.47644805048456	3.64922728950109	0.0231268276908038	0.104070724608617	0.0696352461681484	AGER/CTSG	2
BP	GO:0046546	development of primary male sexual characteristics	2/29	153/18805	0.0130718954248366	8.47644805048456	3.64922728950109	0.0231268276908038	0.104070724608617	0.0696352461681484	GATA1/IL1A	2
BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	2/29	156/18805	0.0128205128205128	8.31343943412909	3.60478009072284	0.0239775759219472	0.106500226055314	0.0712608611712426	GATA1/PECAM1	2
BP	GO:2000377	regulation of reactive oxygen species metabolic process	2/29	156/18805	0.0128205128205128	8.31343943412909	3.60478009072284	0.0239775759219472	0.106500226055314	0.0712608611712426	BRCA1/TFAP2A	2
BP	GO:0030167	proteoglycan catabolic process	1/29	16/18805	0.0625	40.5280172413793	6.21635446185651	0.0244005685880393	0.106500226055314	0.0712608611712426	BTK	1
BP	GO:0032354	response to follicle-stimulating hormone	1/29	16/18805	0.0625	40.5280172413793	6.21635446185651	0.0244005685880393	0.106500226055314	0.0712608611712426	GATA1	1
BP	GO:0050665	hydrogen peroxide biosynthetic process	1/29	16/18805	0.0625	40.5280172413793	6.21635446185651	0.0244005685880393	0.106500226055314	0.0712608611712426	DUOX1	1
BP	GO:0070942	neutrophil mediated cytotoxicity	1/29	16/18805	0.0625	40.5280172413793	6.21635446185651	0.0244005685880393	0.106500226055314	0.0712608611712426	CTSG	1
BP	GO:0085020	protein K6-linked ubiquitination	1/29	16/18805	0.0625	40.5280172413793	6.21635446185651	0.0244005685880393	0.106500226055314	0.0712608611712426	BRCA1	1
BP	GO:0099509	regulation of presynaptic cytosolic calcium ion concentration	1/29	16/18805	0.0625	40.5280172413793	6.21635446185651	0.0244005685880393	0.106500226055314	0.0712608611712426	CNR1	1
BP	GO:0044839	cell cycle G2/M phase transition	2/29	160/18805	0.0125	8.10560344827586	3.54733616038062	0.0251318137180605	0.109090959080307	0.0729943585849465	BRCA1/MELK	2
BP	GO:0006631	fatty acid metabolic process	3/29	413/18805	0.00726392251815981	4.71027803289638	2.99632959369758	0.0251820646283569	0.109090959080307	0.0729943585849465	ALOX15/BRCA1/CNR1	3
BP	GO:0002697	regulation of immune effector process	3/29	414/18805	0.0072463768115942	4.69890054972514	2.99083693388395	0.0253399173659798	0.109366706549824	0.073178865255696	AGER/BTK/GATA1	3
BP	GO:0021783	preganglionic parasympathetic fiber development	1/29	17/18805	0.0588235294117647	38.1440162271805	6.02137433637451	0.0259063636548843	0.11017321686198	0.0737185131185834	TFAP2A	1
BP	GO:0035092	sperm DNA condensation	1/29	17/18805	0.0588235294117647	38.1440162271805	6.02137433637451	0.0259063636548843	0.11017321686198	0.0737185131185834	SRPK1	1
BP	GO:0045579	positive regulation of B cell differentiation	1/29	17/18805	0.0588235294117647	38.1440162271805	6.02137433637451	0.0259063636548843	0.11017321686198	0.0737185131185834	BTK	1
BP	GO:0048532	anatomical structure arrangement	1/29	17/18805	0.0588235294117647	38.1440162271805	6.02137433637451	0.0259063636548843	0.11017321686198	0.0737185131185834	TFAP2A	1
BP	GO:0050729	positive regulation of inflammatory response	2/29	163/18805	0.0122699386503067	7.95642056272477	3.5055483580693	0.0260122567655549	0.110219817900764	0.0737496945562026	BTK/CNR1	2
BP	GO:0030889	negative regulation of B cell proliferation	1/29	18/18805	0.0555555555555556	36.0249042145594	5.84261235895298	0.0274099146158172	0.113653253103442	0.0760470563401244	BTK	1
BP	GO:0034112	positive regulation of homotypic cell-cell adhesion	1/29	18/18805	0.0555555555555556	36.0249042145594	5.84261235895298	0.0274099146158172	0.113653253103442	0.0760470563401244	CTSG	1
BP	GO:0035234	ectopic germ cell programmed cell death	1/29	18/18805	0.0555555555555556	36.0249042145594	5.84261235895298	0.0274099146158172	0.113653253103442	0.0760470563401244	IL1A	1
BP	GO:0035358	regulation of peroxisome proliferator activated receptor signaling pathway	1/29	18/18805	0.0555555555555556	36.0249042145594	5.84261235895298	0.0274099146158172	0.113653253103442	0.0760470563401244	ALOX15	1
BP	GO:0046579	positive regulation of Ras protein signal transduction	1/29	18/18805	0.0555555555555556	36.0249042145594	5.84261235895298	0.0274099146158172	0.113653253103442	0.0760470563401244	RASGRF1	1
BP	GO:0071371	cellular response to gonadotropin stimulus	1/29	18/18805	0.0555555555555556	36.0249042145594	5.84261235895298	0.0274099146158172	0.113653253103442	0.0760470563401244	GATA1	1
BP	GO:0007584	response to nutrient	2/29	169/18805	0.0118343195266272	7.67394409304224	3.42509126049071	0.0278105610876908	0.114904133177256	0.0768840385192576	CNR1/IL1A	2
BP	GO:0006633	fatty acid biosynthetic process	2/29	170/18805	0.0117647058823529	7.6288032454361	3.41206638853051	0.0281150747447956	0.115750360917403	0.0774502618949577	ALOX15/BRCA1	2
BP	GO:0002693	positive regulation of cellular extravasation	1/29	19/18805	0.0526315789473684	34.1288566243194	5.67791217609461	0.0289112246959865	0.116247108987239	0.0777826433043951	AGER	1
BP	GO:0007620	copulation	1/29	19/18805	0.0526315789473684	34.1288566243194	5.67791217609461	0.0289112246959865	0.116247108987239	0.0777826433043951	CNR1	1
BP	GO:0032310	prostaglandin secretion	1/29	19/18805	0.0526315789473684	34.1288566243194	5.67791217609461	0.0289112246959865	0.116247108987239	0.0777826433043951	IL1A	1
BP	GO:0033003	regulation of mast cell activation	1/29	19/18805	0.0526315789473684	34.1288566243194	5.67791217609461	0.0289112246959865	0.116247108987239	0.0777826433043951	CNR1	1
BP	GO:0045721	negative regulation of gluconeogenesis	1/29	19/18805	0.0526315789473684	34.1288566243194	5.67791217609461	0.0289112246959865	0.116247108987239	0.0777826433043951	MST1	1
BP	GO:0048486	parasympathetic nervous system development	1/29	19/18805	0.0526315789473684	34.1288566243194	5.67791217609461	0.0289112246959865	0.116247108987239	0.0777826433043951	TFAP2A	1
